est,h,bias,rmse,mae,coverage,rej_rate,n,cell,N,T,rho,sig_lam,mode,het_rho,het_beta
SPJ,5,0.2398790192943014,0.3020970379042625,0.2610954043480105,0.1633333333333333,0.81,300,main_N100_T20_rho0.95_xsd1,100,20,0.95,1.0,,,
SPJ,6,0.3314584822387895,0.3848571693589116,0.3433407470828175,0.0833333333333333,0.6733333333333333,300,main_N100_T20_rho0.95_xsd1,100,20,0.95,1.0,,,
CDOLS,0,-0.0012784217170167,0.0190532630628744,0.0156219119604956,0.9533333333333334,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,1,-0.0227275108154028,0.0313295884817619,0.0258424988364474,0.81,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,2,-0.0259546451188146,0.0332064510935057,0.0282288148336311,0.7666666666666667,0.6333333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,3,-0.0268214067818643,0.0344597356751509,0.0293262010372793,0.77,0.2666666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,4,-0.0269182767789643,0.0349905734849362,0.0293237264827571,0.7866666666666666,0.2266666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,5,-0.0271050108681274,0.0342574674198837,0.0287672091600679,0.8,0.2,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,6,-0.0270067033451211,0.0352621452573185,0.0295050556380683,0.78,0.22,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,7,-0.0289011174505485,0.0358882976520777,0.0303553171656533,0.7866666666666666,0.2133333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,8,-0.0268470359798597,0.0357323489673146,0.0295414270963966,0.8033333333333333,0.1966666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,9,-0.0250580718959638,0.034899716885909,0.0288450984828471,0.7933333333333333,0.2066666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,10,-0.0287904320691415,0.0367635043865315,0.0304638815241299,0.7733333333333333,0.2266666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,0,-0.0014446757833828,0.0134920742370221,0.0108022625578486,0.96,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,1,0.0002009010191765,0.0162729331948983,0.0128718742396542,0.94,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,2,0.0021810507477531,0.0173154063969543,0.014230873178686,0.9466666666666668,0.3133333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,3,0.0024969004856824,0.0177446410459869,0.0138711776297039,0.92,0.0833333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,4,0.0023720491506847,0.0177371490479423,0.0143119499254221,0.94,0.05,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,5,0.002322573967138,0.0171117830228082,0.0136066948092305,0.9466666666666668,0.0533333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,6,0.0019022631517704,0.0165432118648273,0.0131707811088724,0.9633333333333334,0.0366666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,7,0.0009114321394853,0.016079689757354,0.0127173589061805,0.9633333333333334,0.0366666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,8,0.0029764759146459,0.0191762022246349,0.0154475862272869,0.93,0.07,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,9,0.0041754287663463,0.0189898274097772,0.0152146656152549,0.93,0.07,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
DB,10,0.0003347535641847,0.017961007574796,0.0141496551925027,0.95,0.05,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,0,-0.0014446757833828,0.0134920742370221,0.0108022625578486,0.96,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,1,0.0142590616883303,0.0215486512592245,0.0176259967297222,0.8566666666666667,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,2,0.018722491273866,0.0253449805280666,0.0208108182922235,0.76,0.0766666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,3,0.0194476876787572,0.0262054347538582,0.0218956291137654,0.7933333333333333,0.1633333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,4,0.0193442411843517,0.0261661654048587,0.0217277570268727,0.79,0.1833333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,5,0.0192275917338313,0.0256411786056939,0.0215278493015307,0.79,0.2066666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,6,0.0187029858261977,0.024927824574795,0.0206617857165874,0.82,0.18,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,7,0.0175773055643555,0.023823380616521,0.0198378129521876,0.8633333333333333,0.1366666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,8,0.0194750041970326,0.0271441420793074,0.0224610774052912,0.8033333333333333,0.1966666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,9,0.0204701742432749,0.0275867866573619,0.0230636187388258,0.78,0.22,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
FE,10,0.0163844444726736,0.0242870715811438,0.0202214370863968,0.83,0.17,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,0,0.001538367051438,0.0403107267596114,0.0325716915472706,0.4566666666666666,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,1,0.0186407740626524,0.050588556702382,0.0404022929710066,0.4766666666666667,0.94,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,2,0.0142489419281282,0.0472021263575771,0.0372122807362778,0.5233333333333333,0.4633333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,3,0.0182299440139292,0.0488826775000357,0.0385517825191452,0.5133333333333333,0.4666666666666667,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,4,0.0182472366650233,0.0515509041896824,0.04146657134767,0.46,0.5366666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,5,0.0196277749398717,0.0523236046166482,0.0410614844655337,0.51,0.4866666666666667,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,6,0.0203725498741721,0.0501831170717355,0.0401208594689791,0.47,0.53,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,7,0.0164343118227986,0.0519661579149729,0.0423020132345764,0.46,0.54,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,8,0.0216626451703624,0.0538070309595067,0.0440264321350684,0.45,0.55,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,9,0.0227973641876343,0.0551309896462745,0.0440969684970018,0.4766666666666667,0.5233333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
HPJ,10,0.017762605992137,0.0510470803356287,0.0410753469827204,0.53,0.47,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,0,-0.0016120925234823,0.0136757454928342,0.0111185803101869,0.9666666666666668,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,1,-0.0006500443493874,0.0167098514026592,0.0132967792828335,0.9533333333333334,1.0,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,2,0.0014764946698488,0.0179546156668034,0.0147593634385482,0.95,0.3,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,3,0.0025681245382869,0.0184417647747238,0.01450826421237,0.9233333333333332,0.0766666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,4,0.0034911367087476,0.0190274679462962,0.0152697371294283,0.9233333333333332,0.0666666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,5,0.004485352190141,0.0179982385095622,0.0142811652261114,0.9433333333333334,0.0566666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,6,0.0052735918220819,0.0178508712308023,0.0142460014517071,0.9566666666666668,0.0433333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,7,0.005651559855615,0.0173824401228451,0.0138318518274862,0.96,0.04,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,8,0.0090050071107334,0.0215139803374845,0.0173056192479906,0.9033333333333332,0.0966666666666666,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,9,0.0116988921691256,0.0225867247682857,0.0185530751531095,0.9,0.1,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
SPJ,10,0.0096489017431871,0.0206184404658403,0.0165668966891729,0.9266666666666666,0.0733333333333333,300,main_N100_T50_rho0.2_xsd0,100,50,0.2,0.0,,,
CDOLS,0,-0.0005157239856305,0.0296945394822004,0.0238483965996774,0.94,1.0,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,1,-0.0136491257902088,0.0447834719821176,0.035244326061917,0.5566666666666666,0.99,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,2,-0.0122494934577724,0.0457122726275417,0.0365656891532131,0.54,0.5766666666666667,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,3,-0.0150724937056513,0.0493494194671556,0.0381045140252435,0.53,0.4833333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,4,-0.0134168827938654,0.0479827213512427,0.037323796604651,0.5533333333333333,0.44,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,5,-0.010445685886753,0.0515015563663954,0.0411147441360647,0.52,0.48,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,6,-0.0129793428710301,0.0515202594430366,0.0405898233817205,0.5366666666666666,0.4633333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,7,-0.0161519086900041,0.050091481079554,0.0399309760490587,0.5166666666666667,0.4833333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,8,-0.0154690531824843,0.0511540351285237,0.0400503200701333,0.5433333333333333,0.4566666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,9,-0.0122778013234607,0.0538414752968321,0.0425225002182182,0.53,0.47,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
CDOLS,10,-0.0135623817565028,0.056047415732217,0.0453698048872537,0.4533333333333333,0.5466666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,0,-0.0012435108976039,0.0270880299662991,0.0215059675274215,0.58,1.0,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,1,-0.0015290146216004,0.0431146772816972,0.033935884137808,0.8366666666666667,0.9133333333333332,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,2,0.0008604415083587,0.0457246023620811,0.0359997117113661,0.8433333333333334,0.23,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,3,-0.0011573576117207,0.047180465455645,0.03613311466283,0.81,0.18,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,4,8.373845341839038e-05,0.0457746459866876,0.0360676247792785,0.8333333333333334,0.16,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,5,0.002446235798216,0.0499307007172475,0.0404967288663496,0.7966666666666666,0.2033333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,6,0.0001528286623006,0.0500498005207169,0.0397935110918891,0.8033333333333333,0.1966666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,7,-0.0027218359296256,0.0487061770356587,0.0384833353469386,0.8266666666666667,0.1733333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,8,-0.0012224539082795,0.0483807072717417,0.0383604548987311,0.8266666666666667,0.1733333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,9,0.0019204472927472,0.0500277121166143,0.0396015568659855,0.8133333333333334,0.1866666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
DB,10,0.001719449967084,0.0527741104998996,0.0425149976809062,0.7966666666666666,0.2033333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,0,-0.0012435108976039,0.0270880299662991,0.0215059675274215,0.58,1.0,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,1,0.0125819294752972,0.0441318632435792,0.0361131574988811,0.8266666666666667,0.8566666666666667,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,2,0.0175757690344879,0.048373821697667,0.0385271473606307,0.8033333333333333,0.1533333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,3,0.0160727756542046,0.0496780620832072,0.0390443465194186,0.8033333333333333,0.1866666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,4,0.017382449122957,0.0489046987246933,0.0387399059662661,0.8,0.1966666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,5,0.0196939448187915,0.0533689609531716,0.0432841971996724,0.7533333333333333,0.2433333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,6,0.0173000623267681,0.0527293712383694,0.0428087904752473,0.78,0.22,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,7,0.014289702871816,0.0506275637294642,0.0396267711602266,0.8166666666666667,0.1833333333333333,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,8,0.0156188914313913,0.05087943033581,0.0409499259977683,0.8033333333333333,0.1966666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,9,0.0185539758624319,0.0534747951946997,0.0424116664389366,0.7833333333333333,0.2166666666666666,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
FE,10,0.0181028941128512,0.0560673480856387,0.0447952875332574,0.8,0.2,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
HPJ,0,-0.0012643019934162,0.0768932705083409,0.0620783628453545,0.2133333333333333,1.0,300,main_N100_T50_rho0.2_xsd1,100,50,0.2,1.0,,,
