shock,label,h,est,beta,se,t,lo,hi
GPR_x_exp,GPR x exposure (identified interaction),1,DB,0.0299462983742058,0.0086492281519479,3.4623087572804527,0.0129938111963879,0.0468987855520237
GPR_x_exp,GPR x exposure (identified interaction),2,FE,0.0435223820760299,0.0116899007456288,3.723075415529424,0.0206101766145973,0.0664345875374624
GPR_x_exp,GPR x exposure (identified interaction),2,SPJ,0.0583260338373322,0.0089786090521628,6.496110199082776,0.0407279600950929,0.0759241075795714
GPR_x_exp,GPR x exposure (identified interaction),2,HPJ,0.0172620572434239,0.0116899007456288,1.4766641410431725,-0.0056501482180085,0.0401742627048565
GPR_x_exp,GPR x exposure (identified interaction),2,CDOLS,0.0046558465003066,0.004213551479716,1.1049696491712004,-0.0036027143999367,0.01291440740055
GPR_x_exp,GPR x exposure (identified interaction),2,DB,0.0488234463547287,0.0116899007456288,4.176549263943494,0.0259112408932961,0.0717356518161613
GPR_x_exp,GPR x exposure (identified interaction),3,FE,0.054794174806935,0.0137303311339433,3.990739500191372,0.027882725784406,0.0817056238294639
GPR_x_exp,GPR x exposure (identified interaction),3,SPJ,0.0893488181487822,0.0119655013433052,7.467202216209126,0.0658964355159039,0.1128012007816605
GPR_x_exp,GPR x exposure (identified interaction),3,HPJ,0.0220654213322852,0.0137303311339433,1.60705675027286,-0.0048460276902436,0.0489768703548141
GPR_x_exp,GPR x exposure (identified interaction),3,CDOLS,0.0045163852895031,0.004059035557768,1.1126744827006751,-0.0034393244037221,0.0124720949827285
GPR_x_exp,GPR x exposure (identified interaction),3,DB,0.0617969310316594,0.0137303311339433,4.500760428048864,0.0348854820091304,0.0887083800541883
GPR_x_cris,GPR x crisis-history (identified interaction),1,FE,-0.0743721424566201,0.0241320155047246,-3.081886900083382,-0.1216708928458805,-0.0270733920673597
GPR_x_cris,GPR x crisis-history (identified interaction),1,SPJ,-0.0871610994587611,0.0184532209874926,-4.723354232729224,-0.1233294125942467,-0.0509927863232755
GPR_x_cris,GPR x crisis-history (identified interaction),1,HPJ,0.0586288923542521,0.0241320155047246,2.4295066586035245,0.0113301419649917,0.1059276427435125
GPR_x_cris,GPR x crisis-history (identified interaction),1,CDOLS,0.1059511233801907,0.0094668685268397,11.191781430132432,0.0873960610675848,0.1245061856927967
GPR_x_cris,GPR x crisis-history (identified interaction),1,DB,-0.0743721424566201,0.0241320155047246,-3.081886900083382,-0.1216708928458805,-0.0270733920673597
GPR_x_cris,GPR x crisis-history (identified interaction),2,FE,-0.1016607720722482,0.0350095771673712,-2.9037989115445706,-0.1702795433202958,-0.0330420008242006
GPR_x_cris,GPR x crisis-history (identified interaction),2,SPJ,-0.1639728527796771,0.0304297061335244,-5.3885782550830434,-0.2236150768013851,-0.1043306287579691
GPR_x_cris,GPR x crisis-history (identified interaction),2,HPJ,0.1148037280252852,0.0350095771673712,3.2792092139942173,0.0461849567772376,0.1834224992733328
GPR_x_cris,GPR x crisis-history (identified interaction),2,CDOLS,0.1020868981725895,0.0086652647820229,11.781163154342432,0.0851029791998246,0.1190708171453544
GPR_x_cris,GPR x crisis-history (identified interaction),2,DB,-0.114244359255109,0.0350095771673712,-3.2632316211343526,-0.1828631305031566,-0.0456255880070614
GPR_x_cris,GPR x crisis-history (identified interaction),3,FE,-0.1358312175990986,0.0415710481912754,-3.267447502745568,-0.2173104720539985,-0.0543519631441987
GPR_x_cris,GPR x crisis-history (identified interaction),3,SPJ,-0.2461112514766305,0.036547329319391,-6.734042023312773,-0.317744016942637,-0.174478486010624
GPR_x_cris,GPR x crisis-history (identified interaction),3,HPJ,0.094247983294977,0.0415710481912754,2.2671543633282005,0.0127687288400771,0.1757272377498769
GPR_x_cris,GPR x crisis-history (identified interaction),3,CDOLS,0.1002432032541612,0.0087394456233862,11.470201609346487,0.0831138898323242,0.1173725166759983
GPR_x_cris,GPR x crisis-history (identified interaction),3,DB,-0.1550225609606235,0.0415710481912754,-3.7290991616891263,-0.2365018154155234,-0.0735433065057236
