cell,N,T,rho,sig_lam,est,D_I,bias_hmean,coverage_hmean,rmse_hmean,grade
main_N200_T20_rho0.8_xsd0,200,20,0.8,0.0,SPJ,0.07846012246386017,0.07118989087314273,0.5333333333333334,0.11151046268465341,poor
main_N200_T20_rho0.8_xsd1,200,20,0.8,1.0,CDOLS,0.06526104617956086,-0.016168037290474557,0.4723809523809524,0.08632742938736782,poor
main_N200_T20_rho0.8_xsd1,200,20,0.8,1.0,DB,0.0964096235834775,0.08339635567256608,0.31333333333333335,0.12424342169889689,poor
main_N200_T20_rho0.8_xsd1,200,20,0.8,1.0,FE,0.16050331340947044,0.15841443121042623,0.18238095238095237,0.19452640628780998,poor
main_N200_T20_rho0.8_xsd1,200,20,0.8,1.0,HPJ,0.16459811057504203,0.1591721671827831,0.13190476190476189,0.19902999885386086,poor
main_N200_T20_rho0.8_xsd1,200,20,0.8,1.0,SPJ,0.12363493056126755,0.08503237600573298,0.3685714285714285,0.16837917844073672,poor
main_N200_T20_rho0.95_xsd0,200,20,0.95,0.0,CDOLS,0.053437085324253654,-0.04878221580323611,0.6233333333333332,0.06620423583109394,poor
main_N200_T20_rho0.95_xsd0,200,20,0.95,0.0,DB,0.1325672777623075,0.13142297333893468,0.14523809523809522,0.1615804387738716,poor
main_N200_T20_rho0.95_xsd0,200,20,0.95,0.0,FE,0.2079738077989775,0.20683088430229107,0.13238095238095238,0.2445869907174004,poor
main_N200_T20_rho0.95_xsd0,200,20,0.95,0.0,HPJ,0.21190944112319815,0.2090060482464279,0.08333333333333333,0.251606003140029,poor
main_N200_T20_rho0.95_xsd0,200,20,0.95,0.0,SPJ,0.1002810105030248,0.09437435365011218,0.48047619047619045,0.1442807018195552,poor
main_N200_T20_rho0.95_xsd1,200,20,0.95,1.0,CDOLS,0.0741015088307302,-0.017604257871667084,0.4552380952380952,0.10128360523415804,poor
main_N200_T20_rho0.95_xsd1,200,20,0.95,1.0,DB,0.16951117574026991,0.16770815054137087,0.21142857142857135,0.315124052201339,poor
main_N200_T20_rho0.95_xsd1,200,20,0.95,1.0,FE,0.22931208314194804,0.2280903789583793,0.14619047619047615,0.27828609711279456,poor
main_N200_T20_rho0.95_xsd1,200,20,0.95,1.0,HPJ,0.2315431889624767,0.22880609236838148,0.08999999999999997,0.2813638494218854,poor
main_N200_T20_rho0.95_xsd1,200,20,0.95,1.0,SPJ,0.15117196054946472,0.12130405710720173,0.36238095238095236,0.2130206908908786,poor
main_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,CDOLS,0.025635002201581093,-0.024085495916475515,0.6572727272727272,0.02981223410444451,poor
main_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,DB,0.009839724557561545,0.0015019591739345909,0.9406060606060607,0.012368959899899525,good
main_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,FE,0.017904739154690406,0.016376535812007792,0.7106060606060606,0.02111645353695412,poor
main_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,HPJ,0.030266155457034986,0.01679666880741188,0.45515151515151514,0.037809625834251855,poor
main_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,SPJ,0.011008841962113365,0.004448751837843109,0.9266666666666669,0.013855050532947532,good
main_N200_T50_rho0.2_xsd1,200,50,0.2,1.0,CDOLS,0.03590319982709023,-0.013375078561001091,0.4603030303030302,0.045518730465118944,poor
main_N200_T50_rho0.2_xsd1,200,50,0.2,1.0,DB,0.03423794192215763,0.0017057622528665638,0.6663636363636364,0.04360252895446541,poor
main_N200_T50_rho0.2_xsd1,200,50,0.2,1.0,FE,0.03682320861503605,0.01667178280451151,0.6418181818181817,0.046902515413329134,poor
main_N200_T50_rho0.2_xsd1,200,50,0.2,1.0,HPJ,0.04400237317039369,0.017066048797344954,0.5536363636363636,0.05530816546227178,poor
main_N200_T50_rho0.2_xsd1,200,50,0.2,1.0,SPJ,0.037124913348443866,0.005071825745930391,0.6560606060606061,0.047655302993591525,poor
main_N200_T50_rho0.5_xsd0,200,50,0.5,0.0,CDOLS,0.03514952823445852,-0.03387977006548869,0.4475757575757576,0.039485099251901044,poor
main_N200_T50_rho0.5_xsd0,200,50,0.5,0.0,DB,0.01008656312539571,0.004339915772175118,0.9087878787878789,0.012797608199104367,good
main_N200_T50_rho0.5_xsd0,200,50,0.5,0.0,FE,0.03176397270665837,0.031063002359901126,0.25151515151515147,0.035084713821433515,poor
main_N200_T50_rho0.5_xsd0,200,50,0.5,0.0,HPJ,0.0383102818233217,0.03164204880903842,0.32363636363636367,0.0469522804349915,poor
main_N200_T50_rho0.5_xsd0,200,50,0.5,0.0,SPJ,0.012820496391322272,0.007507445734207918,0.8693939393939392,0.016415652374683086,moderate
main_N200_T50_rho0.5_xsd1,200,50,0.5,1.0,CDOLS,0.040394018264057245,-0.019022130825546685,0.4278787878787878,0.05140575112024921,poor
main_N200_T50_rho0.5_xsd1,200,50,0.5,1.0,DB,0.038666840145979924,0.005630548963948782,0.5927272727272727,0.04978931494698341,poor
main_N200_T50_rho0.5_xsd1,200,50,0.5,1.0,FE,0.046909059453871554,0.03237751881568917,0.5063636363636363,0.05982675688017471,poor
main_N200_T50_rho0.5_xsd1,200,50,0.5,1.0,HPJ,0.052895723124284186,0.03257143289748355,0.45303030303030306,0.06665230915153404,poor
main_N200_T50_rho0.5_xsd1,200,50,0.5,1.0,SPJ,0.045512681628605514,0.00973423876583938,0.5696969696969697,0.05983440929396818,poor
main_N200_T50_rho0.8_xsd0,200,50,0.8,0.0,CDOLS,0.05338855612970874,-0.05210328626508567,0.25757575757575757,0.060245963163141306,poor
main_N200_T50_rho0.8_xsd0,200,50,0.8,0.0,DB,0.020984233095017676,0.019798984964214374,0.5066666666666667,0.02580907397527217,poor
main_N200_T50_rho0.8_xsd0,200,50,0.8,0.0,FE,0.07310657895172037,0.07264293150643185,0.09545454545454546,0.0814143442098308,poor
main_N200_T50_rho0.8_xsd0,200,50,0.8,0.0,HPJ,0.07600257572743858,0.07399653876413959,0.10484848484848483,0.08887048415530799,poor
main_N200_T50_rho0.8_xsd0,200,50,0.8,0.0,SPJ,0.01953768249111976,0.013192479766132172,0.7109090909090908,0.0267352131615669,poor
main_N200_T50_rho0.8_xsd1,200,50,0.8,1.0,CDOLS,0.05148487543234355,-0.0297737997031836,0.39969696969696966,0.06761762757631629,poor
main_N200_T50_rho0.8_xsd1,200,50,0.8,1.0,DB,0.053932206968575126,0.02724255599922409,0.42363636363636364,0.0699120541376734,poor
main_N200_T50_rho0.8_xsd1,200,50,0.8,1.0,FE,0.08624221401616389,0.07990591027571294,0.25666666666666665,0.10643671127662886,poor
main_N200_T50_rho0.8_xsd1,200,50,0.8,1.0,HPJ,0.08964727034376198,0.07979670632958698,0.21969696969696964,0.11067143056320754,poor
main_N200_T50_rho0.8_xsd1,200,50,0.8,1.0,SPJ,0.06815438207300457,0.024315587420918074,0.43060606060606066,0.09225644044262318,poor
main_N200_T50_rho0.95_xsd0,200,50,0.95,0.0,CDOLS,0.06305574358513043,-0.061637120810835194,0.28545454545454546,0.07424983568404793,poor
main_N200_T50_rho0.95_xsd0,200,50,0.95,0.0,DB,0.058478125841711595,0.05818566053622388,0.13727272727272724,0.07068051098592472,poor
main_N200_T50_rho0.95_xsd0,200,50,0.95,0.0,FE,0.12324431856678876,0.12295568713181511,0.08636363636363636,0.14314907402528373,poor
main_N200_T50_rho0.95_xsd0,200,50,0.95,0.0,HPJ,0.12406638163283143,0.12315117137779201,0.05939393939393938,0.14736954965664667,poor
main_N200_T50_rho0.95_xsd0,200,50,0.95,0.0,SPJ,0.028316864662934604,0.018555519028809375,0.646060606060606,0.0414825995775056,poor
main_N200_T50_rho0.95_xsd1,200,50,0.95,1.0,CDOLS,0.06347977514469122,-0.03621936809919342,0.3981818181818182,0.08998701749699795,poor
main_N200_T50_rho0.95_xsd1,200,50,0.95,1.0,DB,0.08538222474722593,0.07937091459272705,0.24363636363636362,0.10994579841657015,poor
main_N200_T50_rho0.95_xsd1,200,50,0.95,1.0,FE,0.1464798646968055,0.14546367407585747,0.1257575757575757,0.1774235840015981,poor
main_N200_T50_rho0.95_xsd1,200,50,0.95,1.0,HPJ,0.14615960764573552,0.1440674683957136,0.09939393939393937,0.17916962451363413,poor
main_N200_T50_rho0.95_xsd1,200,50,0.95,1.0,SPJ,0.0828466870349252,0.04865099054084791,0.4184848484848484,0.11581089213002065,poor
main_N20_T100_rho0.2_xsd0,20,100,0.2,0.0,CDOLS,0.03515723569396507,-0.024215159647400588,0.8536363636363635,0.04331298751281807,moderate
main_N20_T100_rho0.2_xsd0,20,100,0.2,0.0,DB,0.020843999832231244,0.00025484815714559093,0.9254545454545453,0.02622583448156574,good
main_N20_T100_rho0.2_xsd0,20,100,0.2,0.0,FE,0.021813687694449663,0.008034684145732036,0.9154545454545455,0.027587702578582382,good
main_N20_T100_rho0.2_xsd0,20,100,0.2,0.0,HPJ,0.060351869419850705,0.007080005886344709,0.4851515151515151,0.07620784560275881,poor
main_N20_T100_rho0.2_xsd0,20,100,0.2,0.0,SPJ,0.02117415368340129,0.000643364744011596,0.9309090909090908,0.026580747843565514,good
main_N20_T100_rho0.2_xsd1,20,100,0.2,1.0,CDOLS,0.0358444351780236,-0.0115135743829891,0.7796969696969698,0.045320949608238785,poor
main_N20_T100_rho0.2_xsd1,20,100,0.2,1.0,DB,0.03115316825660145,0.001068037133173655,0.8787878787878789,0.03955051589741927,moderate
main_N20_T100_rho0.2_xsd1,20,100,0.2,1.0,FE,0.03211675082377553,0.008863602328246626,0.8724242424242423,0.040582657853711165,moderate
main_N20_T100_rho0.2_xsd1,20,100,0.2,1.0,HPJ,0.06250515170035256,0.006670262798593091,0.6184848484848483,0.08469587370255398,poor
main_N20_T100_rho0.2_xsd1,20,100,0.2,1.0,SPJ,0.032347386545967034,0.0018789054315683999,0.8781818181818182,0.04100324029156062,moderate
main_N20_T100_rho0.5_xsd0,20,100,0.5,0.0,CDOLS,0.04172960066602983,-0.033817219694622085,0.7899999999999999,0.05085575352688264,poor
main_N20_T100_rho0.5_xsd0,20,100,0.5,0.0,DB,0.02029167873679758,0.0013891705204642456,0.9203030303030301,0.025504774027549214,good
main_N20_T100_rho0.5_xsd0,20,100,0.5,0.0,FE,0.024120921209873726,0.015540549206682673,0.8712121212121212,0.03038470418103719,moderate
main_N20_T100_rho0.5_xsd0,20,100,0.5,0.0,HPJ,0.06003794744303904,0.01498371744362793,0.47060606060606064,0.07616293023781988,poor
main_N20_T100_rho0.5_xsd0,20,100,0.5,0.0,SPJ,0.021253789820938836,0.0015041355256443455,0.9236363636363635,0.02665227093265894,good
main_N20_T100_rho0.5_xsd1,20,100,0.5,1.0,CDOLS,0.039223308740029224,-0.016945864553760695,0.7503030303030301,0.049362796283072316,poor
main_N20_T100_rho0.5_xsd1,20,100,0.5,1.0,DB,0.033206437624773676,0.002856358758147573,0.8642424242424241,0.0418053830815236,moderate
main_N20_T100_rho0.5_xsd1,20,100,0.5,1.0,FE,0.03617317893530784,0.017018552029044735,0.8375757575757575,0.04527616036011937,poor
main_N20_T100_rho0.5_xsd1,20,100,0.5,1.0,HPJ,0.06256587570678902,0.014041062906064718,0.6324242424242423,0.08246792581152923,poor
main_N20_T100_rho0.5_xsd1,20,100,0.5,1.0,SPJ,0.03586855886224319,0.0035600650445318637,0.863939393939394,0.04538195217906946,moderate
main_N20_T100_rho0.8_xsd0,20,100,0.8,0.0,CDOLS,0.05603683078035657,-0.050473095596685356,0.6703030303030304,0.06752082525438131,poor
main_N20_T100_rho0.8_xsd0,20,100,0.8,0.0,DB,0.021397044203604585,0.0071152510769743995,0.8869696969696969,0.028016139133794263,moderate
main_N20_T100_rho0.8_xsd0,20,100,0.8,0.0,FE,0.03867973025556152,0.03624578560515308,0.6293939393939394,0.04810588676150229,poor
main_N20_T100_rho0.8_xsd0,20,100,0.8,0.0,HPJ,0.06677505836861655,0.03739634340108226,0.3969696969696969,0.08615795794924348,poor
main_N20_T100_rho0.8_xsd0,20,100,0.8,0.0,SPJ,0.02449351377727771,0.002616400819302709,0.8918181818181821,0.03179263293787229,moderate
main_N20_T100_rho0.8_xsd1,20,100,0.8,1.0,CDOLS,0.0484553054773711,-0.0274654594506197,0.6990909090909091,0.06108788097448403,poor
main_N20_T100_rho0.8_xsd1,20,100,0.8,1.0,DB,0.040087720624307606,0.011755531269753592,0.8303030303030302,0.052694451763296866,poor
main_N20_T100_rho0.8_xsd1,20,100,0.8,1.0,FE,0.052040552361333973,0.04080282454039039,0.7109090909090909,0.06700480387526224,poor
main_N20_T100_rho0.8_xsd1,20,100,0.8,1.0,HPJ,0.07064163152906619,0.03570180939934545,0.5881818181818183,0.09377567775580051,poor
main_N20_T100_rho0.8_xsd1,20,100,0.8,1.0,SPJ,0.0459951017010539,0.0073675536512623286,0.8281818181818182,0.06211173976138732,poor
main_N20_T100_rho0.95_xsd0,20,100,0.95,0.0,CDOLS,0.056840611892499365,-0.04958882249856316,0.7206060606060606,0.07026390063649907,poor
main_N20_T100_rho0.95_xsd0,20,100,0.95,0.0,DB,0.027694876268209635,0.022649526182713146,0.7345454545454545,0.03894018084841892,poor
main_N20_T100_rho0.95_xsd0,20,100,0.95,0.0,FE,0.06278982269040938,0.06209474544717812,0.2775757575757574,0.07705965113089715,poor
main_N20_T100_rho0.95_xsd0,20,100,0.95,0.0,HPJ,0.0798853021407993,0.06303166769218857,0.2775757575757576,0.10451341204561161,poor
main_N20_T100_rho0.95_xsd0,20,100,0.95,0.0,SPJ,0.02969974419196377,-0.0007380969065608633,0.8578787878787879,0.04158700110130454,moderate
main_N20_T100_rho0.95_xsd1,20,100,0.95,1.0,CDOLS,0.05631043115486916,-0.0306739900803251,0.68,0.0742012351902686,poor
main_N20_T100_rho0.95_xsd1,20,100,0.95,1.0,DB,0.045960630275268415,0.0323503797375723,0.7490909090909091,0.06370134855386166,poor
main_N20_T100_rho0.95_xsd1,20,100,0.95,1.0,FE,0.07572079727319361,0.07301495151353518,0.4727272727272726,0.09767230523221695,poor
main_N20_T100_rho0.95_xsd1,20,100,0.95,1.0,HPJ,0.08259931033426104,0.06371228977328237,0.4612121212121212,0.11308180444026875,poor
main_N20_T100_rho0.95_xsd1,20,100,0.95,1.0,SPJ,0.049476813356325054,0.00865032497833787,0.8393939393939394,0.07097117830107848,poor
main_N20_T20_rho0.2_xsd0,20,20,0.2,0.0,CDOLS,0.07183788418650687,-0.0248094258754119,0.9061904761904761,0.09051241958261727,moderate
main_N20_T20_rho0.2_xsd0,20,20,0.2,0.0,DB,0.05142659690142024,0.005647725105423414,0.9114285714285713,0.06502911663127972,moderate
main_N20_T20_rho0.2_xsd0,20,20,0.2,0.0,FE,0.06013991527113839,0.03649338655230027,0.8538095238095239,0.07607036740499933,moderate
main_N20_T20_rho0.2_xsd0,20,20,0.2,0.0,HPJ,0.14483961618140112,0.03126864342409692,0.4742857142857142,0.18298909986553324,poor
main_N20_T20_rho0.2_xsd0,20,20,0.2,0.0,SPJ,0.05931103224880436,0.019748017922535183,0.9023809523809524,0.07583859911840647,moderate
main_N20_T20_rho0.2_xsd1,20,20,0.2,1.0,CDOLS,0.0767182629537844,-0.010091992921875487,0.8185714285714286,0.0967764456464078,poor
main_N20_T20_rho0.2_xsd1,20,20,0.2,1.0,DB,0.06817690793770372,0.00715337313944065,0.8652380952380951,0.08720946503005797,moderate
main_N20_T20_rho0.2_xsd1,20,20,0.2,1.0,FE,0.07499690743138446,0.03807122908961001,0.8300000000000001,0.09525673095854177,poor
main_N20_T20_rho0.2_xsd1,20,20,0.2,1.0,HPJ,0.1440358225279363,0.0387649020056194,0.5657142857142856,0.18424125655588003,poor
main_N20_T20_rho0.2_xsd1,20,20,0.2,1.0,SPJ,0.07952520494032453,0.02141429556204247,0.8638095238095239,0.10346578605816019,moderate
main_N20_T20_rho0.5_xsd0,20,20,0.5,0.0,CDOLS,0.07505564766533605,-0.03156933176681055,0.9052380952380952,0.09453595531923999,moderate
main_N20_T20_rho0.5_xsd0,20,20,0.5,0.0,DB,0.0530625625037422,0.018382773464841518,0.8885714285714286,0.0673493711811746,moderate
main_N20_T20_rho0.5_xsd0,20,20,0.5,0.0,FE,0.08057393500878743,0.0687243461044453,0.7195238095238095,0.09921812065873692,poor
main_N20_T20_rho0.5_xsd0,20,20,0.5,0.0,HPJ,0.1494039092375414,0.0642536863605626,0.4428571428571428,0.18975743646590645,poor
main_N20_T20_rho0.5_xsd0,20,20,0.5,0.0,SPJ,0.07104217223267104,0.03476192719945133,0.8561904761904763,0.09191970904157672,moderate
main_N20_T20_rho0.5_xsd1,20,20,0.5,1.0,CDOLS,0.08039372702252912,-0.0128112695847894,0.8023809523809523,0.10150969362110106,poor
main_N20_T20_rho0.5_xsd1,20,20,0.5,1.0,DB,0.07353213839912365,0.0221934788017317,0.8295238095238096,0.0946979604671059,poor
main_N20_T20_rho0.5_xsd1,20,20,0.5,1.0,FE,0.09511093499162292,0.07238565072783132,0.7238095238095238,0.118963512148161,poor
main_N20_T20_rho0.5_xsd1,20,20,0.5,1.0,HPJ,0.15014373654911015,0.06990205328717057,0.519047619047619,0.18981517237864895,poor
main_N20_T20_rho0.5_xsd1,20,20,0.5,1.0,SPJ,0.09860263262630019,0.038857398400481524,0.8023809523809524,0.13042345824991405,poor
main_N20_T20_rho0.8_xsd0,20,20,0.8,0.0,CDOLS,0.0815107105973896,-0.04183045680407777,0.8923809523809523,0.10335825448970351,moderate
main_N20_T20_rho0.8_xsd0,20,20,0.8,0.0,DB,0.08280292500862307,0.07092091228077595,0.6676190476190476,0.10609493700831739,poor
main_N20_T20_rho0.8_xsd0,20,20,0.8,0.0,FE,0.15270548520998092,0.14760917508675322,0.32809523809523805,0.1804317030931684,poor
main_N20_T20_rho0.8_xsd0,20,20,0.8,0.0,HPJ,0.19007951551983066,0.14739927136331293,0.31476190476190474,0.24053959127684296,poor
main_N20_T20_rho0.8_xsd0,20,20,0.8,0.0,SPJ,0.10412451018852456,0.07268289899763591,0.7442857142857143,0.14130715313925793,poor
main_N20_T20_rho0.8_xsd1,20,20,0.8,1.0,CDOLS,0.09160515892298175,-0.01624199169915397,0.7814285714285715,0.11839034851939956,poor
main_N20_T20_rho0.8_xsd1,20,20,0.8,1.0,DB,0.1081241758343776,0.08332492798918946,0.6490476190476191,0.13968835162875554,poor
main_N20_T20_rho0.8_xsd1,20,20,0.8,1.0,FE,0.16683460884798804,0.1586687621597506,0.40714285714285714,0.20465895658700148,poor
main_N20_T20_rho0.8_xsd1,20,20,0.8,1.0,HPJ,0.18999744409967903,0.14666150035344877,0.38,0.2409556893853743,poor
main_N20_T20_rho0.8_xsd1,20,20,0.8,1.0,SPJ,0.14533939084092953,0.08610414382655476,0.6904761904761905,0.19710856468043847,poor
main_N20_T20_rho0.95_xsd0,20,20,0.95,0.0,CDOLS,0.08810661042114652,-0.04954525818674056,0.8914285714285715,0.11300858916841441,moderate
main_N20_T20_rho0.95_xsd0,20,20,0.95,0.0,DB,0.13911347737438137,0.13419736873159432,0.3871428571428571,0.17561999656645366,poor
main_N20_T20_rho0.95_xsd0,20,20,0.95,0.0,FE,0.21311746775901932,0.20909513286619705,0.19571428571428573,0.2547155600835392,poor
main_N20_T20_rho0.95_xsd0,20,20,0.95,0.0,HPJ,0.24177730902066638,0.21322323034468152,0.22476190476190475,0.3098342945011554,poor
main_N20_T20_rho0.95_xsd0,20,20,0.95,0.0,SPJ,0.12238878890051517,0.09571332367960116,0.7038095238095238,0.17310159831704983,poor
main_N20_T20_rho0.95_xsd1,20,20,0.95,1.0,CDOLS,0.10330872693737556,-0.018594022329834287,0.7666666666666666,0.1396684479035001,poor
main_N20_T20_rho0.95_xsd1,20,20,0.95,1.0,DB,0.17569891655190692,0.17073173591669374,0.4109523809523809,0.31029007263213104,poor
main_N20_T20_rho0.95_xsd1,20,20,0.95,1.0,FE,0.23601902652243292,0.23278687699876272,0.24857142857142858,0.2883586633707886,poor
main_N20_T20_rho0.95_xsd1,20,20,0.95,1.0,HPJ,0.245084933355418,0.21673156351346815,0.26095238095238094,0.3150063568538372,poor
main_N20_T20_rho0.95_xsd1,20,20,0.95,1.0,SPJ,0.16551420981209855,0.12459805501697356,0.6566666666666665,0.23320564596288929,poor
main_N20_T50_rho0.2_xsd0,20,50,0.2,0.0,CDOLS,0.04485270190423223,-0.023198712743756636,0.8939393939393938,0.05629671557900055,moderate
main_N20_T50_rho0.2_xsd0,20,50,0.2,0.0,DB,0.03127768476959368,0.0015328325153891184,0.9178787878787878,0.03886445579921622,good
main_N20_T50_rho0.2_xsd0,20,50,0.2,0.0,FE,0.03403893016724908,0.016453722781553385,0.889090909090909,0.04265687395635191,moderate
main_N20_T50_rho0.2_xsd0,20,50,0.2,0.0,HPJ,0.08908915900721393,0.01969713149598851,0.4778787878787879,0.11259057684131615,poor
main_N20_T50_rho0.2_xsd0,20,50,0.2,0.0,SPJ,0.032166228381215495,0.004519015532792455,0.9312121212121213,0.0400810313016922,good
main_N20_T50_rho0.2_xsd1,20,50,0.2,1.0,CDOLS,0.04942171032082796,-0.010144076794850047,0.7924242424242425,0.06235596046570503,poor
main_N20_T50_rho0.2_xsd1,20,50,0.2,1.0,DB,0.044620308070384966,0.0021960306050129545,0.8754545454545454,0.05650127033289772,moderate
main_N20_T50_rho0.2_xsd1,20,50,0.2,1.0,FE,0.04690314606666223,0.017291067854749518,0.8527272727272727,0.059362022754709115,moderate
main_N20_T50_rho0.2_xsd1,20,50,0.2,1.0,HPJ,0.08466627858842996,0.019900566117192944,0.6090909090909091,0.10995014644200139,poor
main_N20_T50_rho0.2_xsd1,20,50,0.2,1.0,SPJ,0.047831445982121384,0.0043883970852640454,0.8666666666666667,0.06072181486294337,moderate
main_N20_T50_rho0.5_xsd0,20,50,0.5,0.0,CDOLS,0.05000658020682795,-0.032860001074517024,0.8666666666666667,0.06266199930635889,moderate
main_N20_T50_rho0.5_xsd0,20,50,0.5,0.0,DB,0.03062552728365733,0.0048524226168197,0.9109090909090909,0.038186806738738276,good
main_N20_T50_rho0.5_xsd0,20,50,0.5,0.0,FE,0.04082674413068315,0.03156774433109873,0.8045454545454547,0.050701678871176666,poor
main_N20_T50_rho0.5_xsd0,20,50,0.5,0.0,HPJ,0.09057322149451655,0.03702592025680275,0.4533333333333333,0.1144919150331732,poor
main_N20_T50_rho0.5_xsd0,20,50,0.5,0.0,SPJ,0.03341269974499266,0.008042020483218474,0.9142424242424244,0.04186455745157651,good
main_N20_T50_rho0.5_xsd1,20,50,0.5,1.0,CDOLS,0.05351920147526503,-0.014689748523534218,0.7684848484848484,0.06737333151231766,poor
main_N20_T50_rho0.5_xsd1,20,50,0.5,1.0,DB,0.04784128258099725,0.006260189743420527,0.8527272727272728,0.060711968416448055,moderate
main_N20_T50_rho0.5_xsd1,20,50,0.5,1.0,FE,0.05508254227422595,0.033104740442352995,0.795151515151515,0.06941870346395597,poor
main_N20_T50_rho0.5_xsd1,20,50,0.5,1.0,HPJ,0.08741714885982323,0.036349961469815034,0.5918181818181818,0.11179595087011314,poor
main_N20_T50_rho0.5_xsd1,20,50,0.5,1.0,SPJ,0.05594245965585669,0.008182962973665282,0.8418181818181818,0.07184094948836789,poor
main_N20_T50_rho0.8_xsd0,20,50,0.8,0.0,CDOLS,0.06295035905337508,-0.05011927011471669,0.8124242424242424,0.07839020416535983,poor
main_N20_T50_rho0.8_xsd0,20,50,0.8,0.0,DB,0.03556642111853088,0.0217788100068235,0.8178787878787879,0.04582913763722544,poor
main_N20_T50_rho0.8_xsd0,20,50,0.8,0.0,FE,0.07649424812216804,0.07434124432769867,0.4115151515151515,0.09039891054148567,poor
main_N20_T50_rho0.8_xsd0,20,50,0.8,0.0,HPJ,0.11080952602056783,0.08198675982328064,0.3321212121212121,0.1401861867434765,poor
main_N20_T50_rho0.8_xsd0,20,50,0.8,0.0,SPJ,0.042333075625831294,0.01535125921264732,0.8593939393939393,0.054673206317226684,moderate
main_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,CDOLS,0.06351790042596711,-0.02275409810707948,0.7287878787878787,0.08126431011355573,poor
main_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,DB,0.06298060950456169,0.027871446719271983,0.7400000000000001,0.08028841299460994,poor
main_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,FE,0.09011676871986116,0.08026146578004936,0.5412121212121211,0.11251764235992881,poor
main_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,HPJ,0.11117530497899888,0.08310403595483971,0.4581818181818181,0.14034511248691486,poor
main_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,SPJ,0.08091626632316853,0.020835617297588597,0.7339393939393939,0.1079626299315142,poor
main_N20_T50_rho0.95_xsd0,20,50,0.95,0.0,CDOLS,0.07225074560402071,-0.05860519216594868,0.8084848484848486,0.09169904987925157,poor
main_N20_T50_rho0.95_xsd0,20,50,0.95,0.0,DB,0.0632189916234454,0.060478334141443386,0.5366666666666666,0.08294143811902503,poor
main_N20_T50_rho0.95_xsd0,20,50,0.95,0.0,FE,0.12595296088136212,0.12489121405709626,0.18060606060606058,0.14994633730189252,poor
main_N20_T50_rho0.95_xsd0,20,50,0.95,0.0,HPJ,0.14627481738292378,0.1283278186243004,0.22939393939393937,0.18800871812264122,poor
main_N20_T50_rho0.95_xsd0,20,50,0.95,0.0,SPJ,0.05391604528788241,0.020725082572524683,0.827878787878788,0.0757409787356297,poor
main_N20_T50_rho0.95_xsd1,20,50,0.95,1.0,CDOLS,0.0764233846460904,-0.027664751119356824,0.7115151515151514,0.1028867858118445,poor
main_N20_T50_rho0.95_xsd1,20,50,0.95,1.0,DB,0.09015316175736333,0.08248455156794254,0.5436363636363636,0.11995655325659256,poor
main_N20_T50_rho0.95_xsd1,20,50,0.95,1.0,FE,0.14941419563590327,0.1478655649681999,0.28333333333333327,0.1838281284941833,poor
main_N20_T50_rho0.95_xsd1,20,50,0.95,1.0,HPJ,0.1627283248606243,0.15005111351845998,0.28878787878787876,0.20877559646081023,poor
main_N20_T50_rho0.95_xsd1,20,50,0.95,1.0,SPJ,0.10034009414206317,0.04963719568601834,0.6942424242424242,0.13701864526992075,poor
main_N50_T100_rho0.2_xsd0,50,100,0.2,0.0,CDOLS,0.027102625330546925,-0.0227693608223542,0.7984848484848485,0.03270210489610833,poor
main_N50_T100_rho0.2_xsd0,50,100,0.2,0.0,DB,0.01317681678026863,0.0003918201706224466,0.9378787878787879,0.016572925883213806,good
main_N50_T100_rho0.2_xsd0,50,100,0.2,0.0,FE,0.014687004918739472,0.008107551742824863,0.9057575757575758,0.018558532261752674,good
main_N50_T100_rho0.2_xsd0,50,100,0.2,0.0,HPJ,0.03766613752671072,0.007971897272455827,0.49484848484848487,0.04702303864276945,poor
main_N50_T100_rho0.2_xsd0,50,100,0.2,0.0,SPJ,0.013362777413114563,0.0010194023883420182,0.94,0.016895535925856617,good
main_N50_T100_rho0.2_xsd1,50,100,0.2,1.0,CDOLS,0.02998243555146912,-0.012864470652446853,0.6648484848484848,0.03772077266292542,poor
main_N50_T100_rho0.2_xsd1,50,100,0.2,1.0,DB,0.027230443737316735,-5.269172865383638e-05,0.8869696969696969,0.03448502644759168,moderate
main_N50_T100_rho0.2_xsd1,50,100,0.2,1.0,FE,0.027929056018087428,0.007705577594836244,0.8754545454545454,0.03533705538916835,moderate
main_N50_T100_rho0.2_xsd1,50,100,0.2,1.0,HPJ,0.04328919584681299,0.006258103643110317,0.7339393939393939,0.05710539972903375,poor
main_N50_T100_rho0.2_xsd1,50,100,0.2,1.0,SPJ,0.02849087676536038,0.00018927472504166718,0.8796969696969696,0.03626663888726897,moderate
