est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,-0.0035678133401657276,0.0610535548411404,0.04907110253006694,0.9177777777777778,1.0,450
CDOLS,1,-0.008922498323933192,0.05831108548879327,0.046419542741463274,0.7711111111111111,1.0,450
CDOLS,2,-0.01182490612485417,0.06709296476366151,0.05377480785072969,0.74,1.0,450
CDOLS,3,-0.019726339850444648,0.07176862336161269,0.05709691349983991,0.7444444444444445,1.0,450
CDOLS,4,-0.023507037482337373,0.07944971354706111,0.062362442291479504,0.6977777777777778,0.9888888888888889,450
CDOLS,5,-0.029413143344142828,0.08209839832901972,0.06517021231406349,0.7111111111111111,0.9533333333333334,450
CDOLS,6,-0.031186339902918796,0.08761321020276856,0.0689906920279064,0.6911111111111111,0.8933333333333333,450
CDOLS,7,-0.03430175194783096,0.09220551395210795,0.0729329303165117,0.6822222222222222,0.78,450
CDOLS,8,-0.038942208241533376,0.09521490676539869,0.07628707880364731,0.6555555555555556,0.6866666666666666,450
CDOLS,9,-0.04251441165778147,0.09570277830654193,0.07708787379727981,0.6466666666666666,0.68,450
CDOLS,10,-0.0452279837032288,0.09912336992395329,0.07832480129836064,0.6844444444444444,0.5955555555555555,450
DB,0,-0.00037202739374163655,0.026540043456537744,0.020872378873388844,0.7577777777777778,1.0,450
DB,1,0.011576401454163283,0.03742318438769807,0.029180835977579415,0.8644444444444445,1.0,450
DB,2,0.02038484968700839,0.0567673588762631,0.04588714947352079,0.8,1.0,450
DB,3,0.02535679599788728,0.07162792554379421,0.058110437735953764,0.7622222222222222,1.0,450
DB,4,0.030019315958149034,0.08310766558016028,0.06694045617049042,0.7288888888888889,0.9377777777777778,450
DB,5,0.032952839329546506,0.09107643604313233,0.0729692517345138,0.7044444444444444,0.7533333333333333,450
DB,6,0.03549519734903789,0.09442566017245375,0.07660431984299156,0.6933333333333334,0.5533333333333333,450
DB,7,0.03509110598838736,0.0945181596384241,0.07749170625535308,0.7066666666666667,0.4,450
DB,8,0.0342586544668192,0.09466137478645073,0.07862532327997056,0.7133333333333334,0.31777777777777777,450
DB,9,0.033337344465459814,0.09200050114121322,0.07484346630210549,0.7377777777777778,0.25555555555555554,450
DB,10,0.03304698325132778,0.08866319478203102,0.07193336404226668,0.7444444444444445,0.19111111111111112,450
FE,0,-0.00037202739374163655,0.026540043456537744,0.020872378873388844,0.7577777777777778,1.0,450
FE,1,0.031500302968910945,0.0471407068848139,0.038125637199597856,0.7711111111111111,1.0,450
FE,2,0.055444714750025985,0.07563527397606597,0.06320529298724886,0.62,1.0,450
FE,3,0.07191930821191889,0.09653541653698577,0.08153327770268776,0.58,0.9866666666666667,450
FE,4,0.08530338996924967,0.11285945718667548,0.09616598021595849,0.5155555555555555,0.7888888888888889,450
