est,h,bias,rmse,mae,coverage,rej_rate,n,cell,N,T,rho,sig_lam,mode
HPJ,0,0.0003016015946289,0.0799542734732867,0.0605175552457382,0.3466666666666667,0.6533333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,1,0.002956589246179,0.0521194492711198,0.0402099073625549,0.4933333333333333,0.5066666666666667,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,2,0.0025831072766696,0.0522224973918789,0.0413636072780725,0.4222222222222222,0.5777777777777777,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,3,0.0020298002128946,0.0537848025819201,0.0424544680310628,0.4533333333333333,0.5466666666666666,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,4,0.0016329539254012,0.0546095548652096,0.0424268507974367,0.4733333333333333,0.5266666666666666,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,5,-0.0005185982754118,0.0552028990787657,0.0425992951225597,0.4911111111111111,0.5088888888888888,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,6,0.0021452924139884,0.0508109092406894,0.0395909584247131,0.5044444444444445,0.4955555555555556,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,7,0.0004130406831297,0.0546901664535035,0.0424399859379816,0.4866666666666667,0.5133333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,8,0.0044969184427826,0.0557795893439299,0.0436803420668548,0.4622222222222222,0.5377777777777778,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,9,0.0023305182176252,0.0582991453408992,0.0444790313176933,0.4666666666666667,0.5333333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
HPJ,10,0.0011906290991363,0.0556611363252575,0.0434632825616781,0.4777777777777778,0.5222222222222223,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,0,-0.0002662968253118,0.0266860631397911,0.0209938034950633,0.8244444444444444,0.1755555555555555,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,1,0.0007709354863971,0.0192986976241206,0.0154853139714823,0.9266666666666666,0.0733333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,2,0.0003081235404289,0.0198640880173421,0.015961633004102,0.9311111111111112,0.0688888888888888,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,3,0.0003116305694006,0.0199855552197459,0.0160114597670415,0.9133333333333332,0.0866666666666666,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,4,0.0002812340705863,0.0201306745424,0.0160306116977885,0.9466666666666668,0.0533333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,5,0.0005005807800949,0.019665010936327,0.0157454156004464,0.9444444444444444,0.0555555555555555,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,6,0.0005337093728084,0.0196869693768401,0.0157065852807913,0.9422222222222222,0.0577777777777777,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,7,-0.0004427961771515,0.0203661590226808,0.0159899400710718,0.9266666666666666,0.0733333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,8,-0.0002426050321332,0.0206850888140253,0.0162069539276843,0.9422222222222222,0.0577777777777777,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,9,-0.0003582604955335,0.0216442894342287,0.0170988665930709,0.94,0.06,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
SPJ,10,-9.446913987678124e-05,0.0217204049742995,0.0173440997337243,0.9466666666666668,0.0533333333333333,450,power_null_N20_T50_rho0.8_xsd1,20,50,0.8,1.0,null
CDOLS,0,0.0001272288092015,0.0143808669994676,0.0114887599367175,0.9333333333333332,0.0666666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,1,0.000545875065943,0.0139227347022843,0.0111009795034583,0.9533333333333334,0.0466666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,2,-0.0002389647075853,0.0140751732070904,0.0112717473775012,0.9555555555555556,0.0444444444444444,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,3,8.849148109694949e-05,0.0129811918434671,0.0104758458258675,0.9666666666666668,0.0333333333333333,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,4,0.0002461439519963,0.0142183915843639,0.0116828076781864,0.9644444444444444,0.0355555555555555,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,5,0.0005975876208575,0.0144695545852666,0.0116502557577519,0.9555555555555556,0.0444444444444444,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,6,-0.0009821846963096,0.0146259234526,0.0114293810660155,0.9422222222222222,0.0577777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,7,-0.0008373310092761,0.01441088432474,0.0115539061712282,0.9644444444444444,0.0355555555555555,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,8,0.0005814282400056,0.0149093067541377,0.0117435854020165,0.9377777777777778,0.0622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,9,0.0004122509119135,0.0153764100869565,0.0126563725797026,0.96,0.04,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,10,-0.0002660625474296,0.0152438313639108,0.011972022585232,0.9488888888888888,0.0511111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,0,0.0002266738385784,0.0101515451028798,0.0081734628430303,0.9488888888888888,0.0511111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,1,0.0005553936180711,0.0104592402036685,0.0083036897150008,0.9222222222222224,0.0777777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,2,-7.49674450838429e-06,0.0105575244874575,0.0083040297315735,0.9222222222222224,0.0777777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,3,0.000165834074646,0.0103040056486402,0.0082089697763113,0.9466666666666668,0.0533333333333333,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,4,0.0002756972104355,0.0100566495287164,0.0080541371875943,0.9577777777777776,0.0422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,5,0.0002944279534563,0.0109933441516255,0.0087768853331772,0.9422222222222222,0.0577777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,6,-0.0011039982627091,0.010221562105175,0.0082995559478537,0.9533333333333334,0.0466666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,7,-0.00047860615787,0.0113719099074293,0.0088976429600648,0.9377777777777778,0.0622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,8,0.0008122143738691,0.0114661209328186,0.0091221919182764,0.9355555555555556,0.0644444444444444,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,9,0.0003818152617446,0.0111458435084149,0.0091834486198674,0.9577777777777776,0.0422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
DB,10,-0.0001903247304764,0.0113509193173037,0.0090085465677437,0.9511111111111112,0.0488888888888888,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,0,0.0002266738385784,0.0101515451028798,0.0081734628430303,0.9488888888888888,0.0511111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,1,0.0005500788487991,0.0104283084294737,0.0082697334930345,0.92,0.08,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,2,-1.3766288505302497e-05,0.0105580378829624,0.0083008026347987,0.9222222222222224,0.0777777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,3,0.0001594037153815,0.0103108866887276,0.0082146242602682,0.9377777777777778,0.0622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,4,0.0002692570770524,0.0100725368509409,0.0080494142541312,0.9555555555555556,0.0444444444444444,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,5,0.0002880128764036,0.0109993686767709,0.0087672687466321,0.94,0.06,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,6,-0.0011103738684029,0.0102512100348244,0.00831471707876,0.9533333333333334,0.0466666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,7,-0.0004849306154769,0.0113729212830695,0.0089077722717745,0.9377777777777778,0.0622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,8,0.000805953415579,0.0114647680363904,0.0091168467096314,0.9377777777777778,0.0622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,9,0.0003756316348587,0.0111715877608689,0.0092007690904731,0.9577777777777776,0.0422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
FE,10,-0.0001964153628835,0.011330042832258,0.0089982278433602,0.9533333333333334,0.0466666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,0,0.002331981727388,0.0254460947532491,0.0204552543713513,0.5644444444444444,0.4355555555555555,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,1,0.0006646493277755,0.0275491151551402,0.0222880477900867,0.5111111111111111,0.4888888888888889,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,2,0.0008236472822553,0.026121725962827,0.0210143528829979,0.5577777777777778,0.4422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,3,0.0001226444395952,0.026640746195468,0.0211441305713655,0.5577777777777778,0.4422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,4,-0.0001104610529097,0.0284331410511084,0.0227905674129113,0.5266666666666666,0.4733333333333333,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,5,-0.0016199423596044,0.0290885433926623,0.023029767618946,0.5377777777777778,0.4622222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,6,3.7742032264804014e-05,0.0296272485013449,0.023462357142886,0.5288888888888889,0.4711111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,7,0.0013930799208532,0.0308050007781645,0.0248721886678804,0.4822222222222222,0.5177777777777778,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,8,0.0014132872107165,0.0308530887182961,0.0248030524739798,0.5,0.5,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,9,-0.0010239504800893,0.0312137972384187,0.0251119499479696,0.4888888888888889,0.5111111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
HPJ,10,-0.0006413430775467,0.0314359254771001,0.0251100188997061,0.5111111111111111,0.4888888888888889,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,0,0.000147101490906,0.0101509504806381,0.008206847858657,0.96,0.04,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,1,0.0004512189316399,0.0105105145866698,0.0083363040839995,0.9444444444444444,0.0555555555555555,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,2,-5.708655202278344e-05,0.0109047488503475,0.0086114693569797,0.9288888888888888,0.0711111111111111,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,3,0.0001041436390814,0.0105714686725853,0.0085212285981395,0.9444444444444444,0.0555555555555555,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,4,0.0001717151940836,0.0103781803682004,0.0082512750531496,0.9533333333333334,0.0466666666666666,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,5,0.0001728668820554,0.0112061216699103,0.0088713139249737,0.9422222222222222,0.0577777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,6,-0.0011393785802881,0.0105303749104651,0.0084923206436975,0.9577777777777776,0.0422222222222222,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,7,-0.0005033164691889,0.011615669485717,0.0091382294591075,0.94,0.06,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,8,0.0007409711172486,0.0115511077486523,0.0092684834702451,0.9422222222222222,0.0577777777777777,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,9,0.0003281519548845,0.0114457404882301,0.0093909763971596,0.9666666666666668,0.0333333333333333,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
SPJ,10,-0.0002593467957668,0.0114951635218049,0.0090081155185584,0.9511111111111112,0.0488888888888888,450,power_null_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,null
CDOLS,0,0.0001272288092014,0.0143808669994676,0.0114887599367176,0.9333333333333332,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,1,-0.0215179646130812,0.0263758753445999,0.0224786261013428,0.7177777777777777,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,2,-0.0263414807422184,0.0302275810420629,0.0267441164394875,0.6333333333333333,0.9111111111111112,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,3,-0.0261867079362661,0.0298953949781488,0.0264128639722506,0.6333333333333333,0.5,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,4,-0.0271287445978513,0.0314717455039112,0.0276015729054955,0.5933333333333334,0.4244444444444444,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,5,-0.0267788225090601,0.0313727585162503,0.0274257953684329,0.5888888888888889,0.4111111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,6,-0.0277166980429584,0.032219114281629,0.0282115411488904,0.6088888888888889,0.3911111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,7,-0.0286809120903145,0.0324407020843865,0.0292160088325187,0.58,0.42,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,8,-0.0265640635814988,0.0312050133745573,0.0271061878123255,0.6644444444444444,0.3355555555555555,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,9,-0.026344607064136,0.0312150696270409,0.0268723348907039,0.6222222222222222,0.3777777777777777,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,10,-0.0269514846212624,0.0316538569509979,0.0275976927956937,0.66,0.34,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,0,0.0002266738385783,0.0101515451028798,0.0081734628430303,0.9488888888888888,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,1,0.0011375904699539,0.011952518688602,0.0093469629426016,0.9355555555555556,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,2,0.0015685535136113,0.011884234287933,0.0093874811514061,0.9511111111111112,0.4933333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,3,0.0023715797579407,0.0121124173831742,0.009800372073982,0.9511111111111112,0.0711111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,4,0.0016510698446811,0.0123264696860089,0.0096049311665212,0.9311111111111112,0.0622222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,5,0.0018454368177512,0.0131741128594073,0.0104426544579162,0.9266666666666666,0.0733333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,6,0.000733058474802,0.0120288268956659,0.0096143041369461,0.9533333333333334,0.0466666666666666,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,7,0.0004822313102691,0.012922179585794,0.0102930117223344,0.9444444444444444,0.0555555555555555,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,8,0.0024809120463703,0.0136553495334701,0.0110511525740445,0.9311111111111112,0.0688888888888888,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,9,0.0024787697221802,0.0133424493731924,0.0107350735041767,0.9311111111111112,0.0688888888888888,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
DB,10,0.0018554400983301,0.0131214230638729,0.0104478023232455,0.9377777777777778,0.0622222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,0,0.0002266738385783,0.0101515451028798,0.0081734628430303,0.9488888888888888,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,1,0.0151669060402904,0.0192262480814966,0.0164610807297584,0.7422222222222222,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,2,0.0180907329071417,0.0215744599275184,0.0186066413062571,0.6777777777777778,0.0755555555555555,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,3,0.0193061983761874,0.0226817287118291,0.0198428285941365,0.6244444444444445,0.2533333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,4,0.0186077133007488,0.0222742984380551,0.0193813774096961,0.6688888888888889,0.3111111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,5,0.0187350459985607,0.0228387517300731,0.0196016232013511,0.6644444444444444,0.3333333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,6,0.0175184682459638,0.0212620965649569,0.0182208266364256,0.7266666666666667,0.2733333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,7,0.0171329111473634,0.0214528699207129,0.018176988387851,0.7244444444444444,0.2755555555555555,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,8,0.0189643977502326,0.0232285905074238,0.0200792473444326,0.6488888888888888,0.3511111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,9,0.0187586579318254,0.0228773539627594,0.0195508094983926,0.6733333333333333,0.3266666666666666,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
FE,10,0.017890497041648,0.0220850270934153,0.0191204747235303,0.7155555555555555,0.2844444444444444,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,0,0.0023319817273878,0.0254460947532492,0.0204552543713513,0.5644444444444444,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,1,0.0164189124877816,0.035963329586933,0.0289490054367924,0.4533333333333333,0.9955555555555556,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,2,0.0189188627213753,0.0358056912292462,0.0293824985482878,0.4333333333333333,0.4577777777777778,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,3,0.0194409731581998,0.0382830056810528,0.0306795314233747,0.4466666666666666,0.5022222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,4,0.0186378096246999,0.0387356802784369,0.0316017428047885,0.4422222222222222,0.5466666666666666,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,5,0.0168117223895573,0.0382909969195965,0.030533486144655,0.4644444444444444,0.5311111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,6,0.0175626622779912,0.0378319082491691,0.0303800257795478,0.4666666666666667,0.5333333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,7,0.0188055250679679,0.041253832521113,0.0329853901036438,0.4422222222222222,0.5577777777777778,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,8,0.020668352470987,0.0413771151084379,0.0335384975031592,0.4177777777777778,0.5822222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,9,0.0187030435340848,0.0408568279500144,0.032323643547294,0.4644444444444444,0.5355555555555556,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
HPJ,10,0.0186250531712878,0.0407315063938521,0.0326890765232731,0.4533333333333333,0.5466666666666666,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,0,0.0001471014909058,0.0101509504806381,0.008206847858657,0.96,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,1,0.0002793426827072,0.0120762245582425,0.0094585798083088,0.9422222222222222,1.0,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,2,0.0009697139079112,0.0124818362900846,0.0099470654941268,0.9533333333333334,0.48,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,3,0.0024876138225459,0.0127484132596097,0.0102425556354328,0.9288888888888888,0.0622222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,4,0.0027428652665264,0.0130339755648249,0.0101697030820218,0.9377777777777778,0.0688888888888888,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,5,0.0039906379737481,0.0140025733166653,0.0111289007393651,0.9222222222222224,0.0777777777777777,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,6,0.0041180638716311,0.013181247499806,0.010562354610858,0.9311111111111112,0.0688888888888888,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,7,0.005210121518768,0.0141713075679327,0.011122721973647,0.9266666666666666,0.0733333333333333,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,8,0.0085503492031307,0.0160807063596407,0.0131363519778505,0.9088888888888887,0.0911111111111111,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,9,0.0101387964067395,0.0169077782051037,0.0136515340006893,0.8733333333333333,0.1266666666666666,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
SPJ,10,0.0112207362078895,0.0172713505103319,0.0143436333762116,0.8777777777777778,0.1222222222222222,450,power_power_N200_T50_rho0.2_xsd0,200,50,0.2,0.0,power
CDOLS,0,0.0031304426901618,0.0271705784200078,0.022127022112045,0.9488888888888888,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,1,-0.0085410620740263,0.0348083286431831,0.0277371932855458,0.5177777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,2,-0.0155229490162351,0.0464231716958266,0.0366682792870685,0.4422222222222222,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,3,-0.023132062578235,0.0539398412656418,0.0409556767037891,0.4333333333333333,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,4,-0.028436203528614,0.0606619237592622,0.0463639111205125,0.4177777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,5,-0.0361765431755952,0.0704363547082285,0.055196801517482,0.3577777777777777,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,6,-0.0407568190321732,0.0769202979565111,0.0599413705302129,0.3511111111111111,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,7,-0.0478107444437322,0.081818415087026,0.0638487266034198,0.3111111111111111,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,8,-0.049796541439356,0.0867014789722597,0.067161157478802,0.3288888888888889,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,9,-0.0558978657774247,0.0889324323723982,0.0687333346387823,0.3422222222222222,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
CDOLS,10,-0.0601344986096191,0.093893432903793,0.0722321702346982,0.3044444444444444,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,0,0.0001558741851556,0.0040094476422641,0.0032676117270358,0.8533333333333334,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,1,0.0055150977559112,0.0127118586999423,0.0104185147408487,0.8933333333333333,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,2,0.0114588778808659,0.0240347724977062,0.0197115778928532,0.7422222222222222,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,3,0.0172034566949576,0.0346144952100515,0.028181430706973,0.62,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,4,0.02293825927375,0.0446313721620989,0.0363389159399183,0.56,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,5,0.0282361949086942,0.0533612904017431,0.0436041473487819,0.5177777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,6,0.0335554137412042,0.0612145292594614,0.0503128992708094,0.4777777777777778,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,7,0.0384762980910956,0.0683855275525681,0.0563961573895814,0.4488888888888889,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,8,0.043539962799685,0.0750200770140683,0.0621518935433098,0.42,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,9,0.0479451533054674,0.0808459458674532,0.0672754484052421,0.3911111111111111,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
DB,10,0.0523949331835507,0.0863933113308482,0.0724086987211191,0.3666666666666666,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,0,0.0001558741851556,0.0040094476422641,0.0032676117270358,0.8533333333333334,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,1,0.0156354374385399,0.0193863113237545,0.0165486692396841,0.6688888888888889,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,2,0.0309654955748924,0.0374251215662827,0.0323150493858086,0.4333333333333333,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,3,0.0454121712600878,0.0542715105128379,0.0470789370378058,0.3466666666666667,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,4,0.0592105193154861,0.0701826449671383,0.0611339256392573,0.2866666666666667,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,5,0.0719751594558098,0.0845256371798712,0.0741098702026312,0.2422222222222222,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
FE,6,0.0842023342235811,0.097862679841659,0.0864192854624212,0.2177777777777777,1.0,450,power_power_N100_T100_rho0.95_xsd1,100,100,0.95,1.0,power
