est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,-0.0002123982297877212,0.036506500381369496,0.028657964466960742,0.9833333333333333,1.0,300
CDOLS,1,-0.009415327546348617,0.04975791480282862,0.03864460273828433,0.84,1.0,300
CDOLS,2,-0.01815945518269207,0.059859448539587364,0.04673560436299746,0.71,1.0,300
CDOLS,3,-0.029636933177638696,0.06765863019381241,0.053388053634239936,0.5933333333333334,1.0,300
CDOLS,4,-0.029920710451311745,0.0713393073771016,0.053826481768820475,0.5866666666666667,1.0,300
CDOLS,5,-0.03534679548393455,0.07385546563928283,0.05745595439845265,0.5133333333333333,0.9933333333333333,300
CDOLS,6,-0.038315839949325116,0.07738647201453903,0.06133080072264301,0.48,0.99,300
CDOLS,7,-0.039684017402868775,0.07954645123614615,0.06302392478304923,0.45,0.96,300
CDOLS,8,-0.035632263836367126,0.0753561363278872,0.058761380310750275,0.4866666666666667,0.9066666666666666,300
CDOLS,9,-0.037483293921874265,0.08186184034544297,0.06284119527620348,0.48333333333333334,0.8466666666666667,300
CDOLS,10,-0.04017488019430001,0.07891202607771793,0.0618261540263651,0.4633333333333333,0.8133333333333334,300
DB,0,-0.000602809698208567,0.02556697881445611,0.02061259196349349,0.5766666666666667,1.0,300
DB,1,0.0068645366759280645,0.03595805837109457,0.028665874565341247,0.7433333333333333,1.0,300
DB,2,0.012282284158180843,0.05227927491305728,0.042008592483537305,0.65,1.0,300
DB,3,0.017011970358606122,0.06558613490031845,0.053127660713612086,0.56,1.0,300
DB,4,0.023209770986337346,0.07543672930835524,0.06065850356930766,0.5133333333333333,0.9933333333333333,300
DB,5,0.025865792992704084,0.08088859200014266,0.06472839799681225,0.5433333333333333,0.95,300
DB,6,0.029128643653449585,0.08523455783657749,0.06817967488083919,0.4666666666666667,0.81,300
DB,7,0.03213023654157094,0.08806661738935696,0.07059320084704443,0.47,0.65,300
DB,8,0.03539444947519989,0.09011967952672507,0.07188273266882969,0.48,0.5533333333333333,300
DB,9,0.03506466661492065,0.08945229549217952,0.07162122404105369,0.48333333333333334,0.45,300
DB,10,0.03378033736837358,0.08659987410783675,0.06931735984715809,0.5433333333333333,0.41333333333333333,300
FE,0,-0.000602809698208567,0.02556697881445611,0.02061259196349349,0.5766666666666667,1.0,300
FE,1,0.026713617268463566,0.0437051010703869,0.036332757911834816,0.64,1.0,300
FE,2,0.047307333847650554,0.0681960299249296,0.05665812787096813,0.49,1.0,300
FE,3,0.06363690110979327,0.08797049089840284,0.07286440858412395,0.4266666666666667,1.0,300
FE,4,0.07867667782512454,0.10419900923611276,0.0871272720976624,0.35333333333333333,0.96,300
FE,5,0.0880277830179507,0.11416004632088526,0.0968075940596982,0.2966666666666667,0.77,300
FE,6,0.09629510802312789,0.12245273006177694,0.1058215682553484,0.26,0.5366666666666666,300
FE,7,0.10295060001019558,0.12884341705604704,0.11326700090190263,0.25,0.42,300
FE,8,0.10877020777756859,0.1341544606148634,0.11868069606429513,0.19,0.39666666666666667,300
FE,9,0.11008224004058995,0.13516828496138417,0.11901947731808127,0.2,0.4633333333333333,300
FE,10,0.1096592304721511,0.13369012011831602,0.11742145705507567,0.22333333333333333,0.49333333333333335,300
HPJ,0,0.002804268558255293,0.1020268058109485,0.08446369797545147,0.13333333333333333,1.0,300
HPJ,1,0.03145759218360153,0.09344348002812686,0.07678289202403278,0.30666666666666664,1.0,300
HPJ,2,0.05101023317092213,0.09865675193404191,0.08224429141914352,0.31,1.0,300
HPJ,3,0.06923667802053529,0.11124858943975167,0.09348775767720488,0.29333333333333333,0.99,300
HPJ,4,0.08536934234891391,0.12316189495773534,0.10430494697939278,0.27666666666666667,0.91,300
HPJ,5,0.09599869026993019,0.13105599475191432,0.11167246005243017,0.25333333333333335,0.73,300
HPJ,6,0.10246348559036897,0.1369873854506233,0.11746596408001646,0.22333333333333333,0.5566666666666666,300
HPJ,7,0.10771327975947645,0.14290388885373154,0.12195398093964488,0.22666666666666666,0.5066666666666667,300
HPJ,8,0.11192209108585909,0.14956413430501744,0.12619845566201768,0.21666666666666667,0.48333333333333334,300
HPJ,9,0.11261801360980755,0.15062547464162662,0.12804809138539042,0.20333333333333334,0.5366666666666666,300
HPJ,10,0.10817245510928511,0.1452733763693773,0.12305521475871138,0.21,0.5466666666666666,300
SPJ,0,-0.001400512336195821,0.0272723194893052,0.021629274135930895,0.6266666666666667,1.0,300
SPJ,1,-0.00502391946888318,0.04446939469840128,0.03334258031488203,0.7733333333333333,1.0,300
SPJ,2,-0.006046477335708451,0.06789330091729284,0.05164659342745684,0.6666666666666666,1.0,300
SPJ,3,-0.0036726662106963694,0.08726870837031377,0.06598023256433673,0.5566666666666666,1.0,300
SPJ,4,0.0019551374243669418,0.10146114785526403,0.07693422139254381,0.5366666666666666,0.9933333333333333,300
SPJ,5,0.008069874817967266,0.11045513883388652,0.08370720186248404,0.5233333333333333,0.91,300
SPJ,6,0.015559786224767589,0.11727368026366383,0.08972969434371308,0.4666666666666667,0.7366666666666667,300
SPJ,7,0.024890151366868663,0.1222932509762781,0.09591505158905875,0.45666666666666667,0.5533333333333333,300
SPJ,8,0.035680661927936244,0.12761788356766438,0.10130277209401316,0.4166666666666667,0.44333333333333336,300
SPJ,9,0.044686857382782795,0.12993155601477457,0.10407283891368226,0.39666666666666667,0.44333333333333336,300
SPJ,10,0.05434769499444531,0.13174079648422854,0.10738793143083579,0.38666666666666666,0.45666666666666667,300
