est,h,bias,rmse,mae,coverage,rej_rate,n,cell,N,T,rho,sig_lam,het_rho,het_beta
SPJ,6,0.0315439708142754,0.0494685631625363,0.0397949275864372,0.8766666666666667,0.1033333333333333,300,hetbeta_N50_T30_rho0.5_xsd0,50,30,0.5,0.0,0,1
SPJ,7,0.0423622773102742,0.0571627716436994,0.0476860071208234,0.8266666666666667,0.1333333333333333,300,hetbeta_N50_T30_rho0.5_xsd0,50,30,0.5,0.0,0,1
SPJ,8,0.0585116345083362,0.0717728107528227,0.0609233935327532,0.71,0.2733333333333333,300,hetbeta_N50_T30_rho0.5_xsd0,50,30,0.5,0.0,0,1
SPJ,9,0.0768170636551542,0.0889304462653698,0.0777631634990218,0.5133333333333333,0.4733333333333333,300,hetbeta_N50_T30_rho0.5_xsd0,50,30,0.5,0.0,0,1
SPJ,10,0.0898174253571711,0.1034328435627777,0.0913605749812471,0.4233333333333333,0.55,300,hetbeta_N50_T30_rho0.5_xsd0,50,30,0.5,0.0,0,1
CDOLS,0,-0.0002123982297877,0.0365065003813694,0.0286579644669607,0.9833333333333332,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,1,-0.0094153275463486,0.0497579148028286,0.0386446027382843,0.84,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,2,-0.018159455182692,0.0598594485395873,0.0467356043629974,0.71,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,3,-0.0296369331776386,0.0676586301938124,0.0533880536342399,0.5933333333333334,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,4,-0.0299207104513117,0.0713393073771016,0.0538264817688204,0.5866666666666667,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,5,-0.0353467954839345,0.0738554656392828,0.0574559543984526,0.5133333333333333,0.9933333333333332,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,6,-0.0383158399493251,0.077386472014539,0.061330800722643,0.48,0.99,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,7,-0.0396840174028687,0.0795464512361461,0.0630239247830492,0.45,0.96,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,8,-0.0356322638363671,0.0753561363278872,0.0587613803107502,0.4866666666666667,0.9066666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,9,-0.0374832939218742,0.0818618403454429,0.0628411952762034,0.4833333333333333,0.8466666666666667,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
CDOLS,10,-0.0401748801943,0.0789120260777179,0.0618261540263651,0.4633333333333333,0.8133333333333334,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,0,-0.0006028096982085,0.0255669788144561,0.0206125919634934,0.5766666666666667,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,1,0.006864536675928,0.0359580583710945,0.0286658745653412,0.7433333333333333,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,2,0.0122822841581808,0.0522792749130572,0.0420085924835373,0.65,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,3,0.0170119703586061,0.0655861349003184,0.053127660713612,0.56,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,4,0.0232097709863373,0.0754367293083552,0.0606585035693076,0.5133333333333333,0.9933333333333332,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,5,0.025865792992704,0.0808885920001426,0.0647283979968122,0.5433333333333333,0.95,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,6,0.0291286436534495,0.0852345578365774,0.0681796748808391,0.4666666666666667,0.81,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,7,0.0321302365415709,0.0880666173893569,0.0705932008470444,0.47,0.65,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,8,0.0353944494751998,0.090119679526725,0.0718827326688296,0.48,0.5533333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,9,0.0350646666149206,0.0894522954921795,0.0716212240410536,0.4833333333333333,0.45,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
DB,10,0.0337803373683735,0.0865998741078367,0.069317359847158,0.5433333333333333,0.4133333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,0,-0.0006028096982085,0.0255669788144561,0.0206125919634934,0.5766666666666667,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,1,0.0267136172684635,0.0437051010703869,0.0363327579118348,0.64,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,2,0.0473073338476505,0.0681960299249296,0.0566581278709681,0.49,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,3,0.0636369011097932,0.0879704908984028,0.0728644085841239,0.4266666666666667,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,4,0.0786766778251245,0.1041990092361127,0.0871272720976624,0.3533333333333333,0.96,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,5,0.0880277830179507,0.1141600463208852,0.0968075940596982,0.2966666666666667,0.77,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,6,0.0962951080231278,0.1224527300617769,0.1058215682553484,0.26,0.5366666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,7,0.1029506000101955,0.128843417056047,0.1132670009019026,0.25,0.42,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,8,0.1087702077775685,0.1341544606148634,0.1186806960642951,0.19,0.3966666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,9,0.1100822400405899,0.1351682849613841,0.1190194773180812,0.2,0.4633333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
FE,10,0.1096592304721511,0.133690120118316,0.1174214570550756,0.2233333333333333,0.4933333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,0,0.0028042685582552,0.1020268058109485,0.0844636979754514,0.1333333333333333,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,1,0.0314575921836015,0.0934434800281268,0.0767828920240327,0.3066666666666666,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,2,0.0510102331709221,0.0986567519340419,0.0822442914191435,0.31,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,3,0.0692366780205352,0.1112485894397516,0.0934877576772048,0.2933333333333333,0.99,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,4,0.0853693423489139,0.1231618949577353,0.1043049469793927,0.2766666666666666,0.91,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,5,0.0959986902699301,0.1310559947519143,0.1116724600524301,0.2533333333333333,0.73,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,6,0.1024634855903689,0.1369873854506233,0.1174659640800164,0.2233333333333333,0.5566666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,7,0.1077132797594764,0.1429038888537315,0.1219539809396448,0.2266666666666666,0.5066666666666667,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,8,0.111922091085859,0.1495641343050174,0.1261984556620176,0.2166666666666666,0.4833333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,9,0.1126180136098075,0.1506254746416266,0.1280480913853904,0.2033333333333333,0.5366666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
HPJ,10,0.1081724551092851,0.1452733763693773,0.1230552147587113,0.21,0.5466666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,0,-0.0014005123361958,0.0272723194893052,0.0216292741359308,0.6266666666666667,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,1,-0.0050239194688831,0.0444693946984012,0.033342580314882,0.7733333333333333,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,2,-0.0060464773357084,0.0678933009172928,0.0516465934274568,0.6666666666666666,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,3,-0.0036726662106963,0.0872687083703137,0.0659802325643367,0.5566666666666666,1.0,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,4,0.0019551374243669,0.101461147855264,0.0769342213925438,0.5366666666666666,0.9933333333333332,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,5,0.0080698748179672,0.1104551388338865,0.083707201862484,0.5233333333333333,0.91,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,6,0.0155597862247675,0.1172736802636638,0.089729694343713,0.4666666666666667,0.7366666666666667,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,7,0.0248901513668686,0.1222932509762781,0.0959150515890587,0.4566666666666666,0.5533333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,8,0.0356806619279362,0.1276178835676643,0.1013027720940131,0.4166666666666667,0.4433333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,9,0.0446868573827827,0.1299315560147745,0.1040728389136822,0.3966666666666666,0.4433333333333333,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
SPJ,10,0.0543476949944453,0.1317407964842285,0.1073879314308357,0.3866666666666666,0.4566666666666666,300,hetbeta_N100_T50_rho0.8_xsd1,100,50,0.8,1.0,0,1
