est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,0.0005924513180412402,0.02675475487362362,0.021358181204735448,0.9233333333333333,1.0,300
CDOLS,1,-0.008464475947610793,0.06623110608416599,0.05301245349034938,0.43666666666666665,1.0,300
CDOLS,2,-0.0127070313201623,0.07826913631775177,0.06293737365562509,0.37,1.0,300
CDOLS,3,-0.01689117267525042,0.0909278452565538,0.0721447425422822,0.39,0.9966666666666667,300
CDOLS,4,-0.017031787122980473,0.09793329587053608,0.0782521751103303,0.38666666666666666,0.98,300
CDOLS,5,-0.021404716245076207,0.10104306312404002,0.080265527139886,0.4,0.9566666666666667,300
CDOLS,6,-0.03726952904028317,0.11344618698949671,0.0888568701137178,0.4,0.91,300
DB,0,0.0004211863464047479,0.012913095786176497,0.010289577974525716,0.86,1.0,300
DB,1,0.036255427427224575,0.05939019639944349,0.049487583412324496,0.38,1.0,300
DB,2,0.0694929094982444,0.10056357117868715,0.08467973532347357,0.27,1.0,300
DB,3,0.09703153447058818,0.1304003766469715,0.11145154957306481,0.21,0.9766666666666667,300
DB,4,0.11886744575780471,0.1501834229981062,0.130944452796838,0.18,0.85,300
DB,5,0.12997422077080784,0.16244728634003613,0.14187427750924422,0.15333333333333332,0.63,300
DB,6,0.13173176543688841,0.16822478983921896,0.14614018849487206,0.14,0.5766666666666667,300
FE,0,0.0004211863464047479,0.012913095786176497,0.010289577974525716,0.86,1.0,300
FE,1,0.0806626589975232,0.09277106337786713,0.08212344050361821,0.17,1.0,300
FE,2,0.1435357872705217,0.15920733556866734,0.1449819268173029,0.06,0.9933333333333333,300
FE,3,0.18998512882967344,0.20702743177837957,0.1905699268332184,0.06,0.83,300
FE,4,0.2223812697909482,0.23890571015900353,0.22262763148888823,0.03666666666666667,0.5466666666666666,300
FE,5,0.2368715338372841,0.25486081260978627,0.2369761681263904,0.03666666666666667,0.6666666666666666,300
FE,6,0.23504345340062827,0.2566576233065821,0.23595452212234921,0.05333333333333334,0.7366666666666667,300
HPJ,0,0.002434176179765051,0.03367953648371519,0.026678505121974953,0.42333333333333334,1.0,300
HPJ,1,0.08126014999740258,0.0981757253983437,0.08467522546354654,0.20666666666666667,1.0,300
HPJ,2,0.1430708894260341,0.1620570038288572,0.14506778917287788,0.09,0.9933333333333333,300
HPJ,3,0.19078928049311425,0.2120212138505131,0.19248023335744843,0.06333333333333334,0.81,300
HPJ,4,0.2232331271569592,0.24445940042575828,0.22434600019700607,0.056666666666666664,0.6166666666666667,300
HPJ,5,0.23821156978451996,0.25974651951383076,0.24012749673453973,0.043333333333333335,0.7266666666666667,300
HPJ,6,0.2352059772416869,0.2609093298493269,0.2388115239779009,0.04,0.7333333333333333,300
SPJ,0,0.0005441056516992967,0.01336947023716818,0.010611607815707217,0.9333333333333333,1.0,300
SPJ,1,0.0023213319607989637,0.06382626706857848,0.051760151041361106,0.5366666666666666,1.0,300
SPJ,2,0.02487856705655199,0.10795709624265167,0.08961752490006429,0.3466666666666667,1.0,300
SPJ,3,0.061872951800200165,0.1478025710884637,0.1256363275109558,0.24666666666666667,0.9633333333333334,300
SPJ,4,0.11175382815521519,0.18313670618761974,0.1572500234714781,0.21333333333333335,0.72,300
SPJ,5,0.16816852132636304,0.2262151632650374,0.19288948634283992,0.17666666666666667,0.64,300
SPJ,6,0.22568732608930261,0.2756730148754618,0.23767939284646664,0.12666666666666668,0.66,300
