est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,-0.0014896101255292534,0.07450634998271205,0.06010626751276789,0.9222222222222223,1.0,450
CDOLS,1,-0.022269436545709807,0.08065722544976789,0.06585905734276216,0.9377777777777778,0.9866666666666667,450
CDOLS,2,-0.03738426421142385,0.09228712297443704,0.07355767356357792,0.9111111111111111,0.6155555555555555,450
CDOLS,3,-0.03609215600881384,0.09400594618599042,0.07608039653187226,0.9111111111111111,0.3022222222222222,450
CDOLS,4,-0.038381103035452814,0.09895621422174151,0.07911439123266699,0.9066666666666666,0.1688888888888889,450
CDOLS,5,-0.0416257189268642,0.10707049908180187,0.08520904164361218,0.8888888888888888,0.16,450
CDOLS,6,-0.042046891253433534,0.10712209366909493,0.0846071731670128,0.8911111111111111,0.12222222222222222,450
DB,0,-0.0014252432233904447,0.0472294532881454,0.037281657650695466,0.9111111111111111,1.0,450
DB,1,0.009217722333083014,0.057860804718818194,0.04602434949159764,0.92,0.9977777777777778,450
DB,2,0.016037188372941526,0.06747195428948226,0.05331329582613609,0.8888888888888888,0.66,450
DB,3,0.025890908296135884,0.068276064595207,0.053701164317400796,0.8866666666666667,0.16666666666666666,450
DB,4,0.025977663629670307,0.07001572084125868,0.056343223210945925,0.8977777777777778,0.09111111111111111,450
DB,5,0.026186510198402714,0.07552081826728266,0.06101550405538974,0.8688888888888889,0.1,450
DB,6,0.02637879902147028,0.07656041869438428,0.061477330776003224,0.8644444444444445,0.11777777777777777,450
FE,0,-0.0014252432233904447,0.0472294532881454,0.037281657650695466,0.9111111111111111,1.0,450
FE,1,0.04982141008484032,0.07453613828486581,0.060778307332885875,0.8244444444444444,0.9911111111111112,450
FE,2,0.07373804016909355,0.09735792995791638,0.08038927239002171,0.7066666666666667,0.3111111111111111,450
FE,3,0.09010264302619428,0.1091069906306519,0.09302060719181991,0.6577777777777778,0.09111111111111111,450
FE,4,0.09144454407448568,0.1122188496425484,0.09563634464026947,0.6511111111111111,0.17777777777777778,450
FE,5,0.08972025834969119,0.11465945279524277,0.09678863688259041,0.6466666666666666,0.2822222222222222,450
FE,6,0.08535967902143755,0.11246869774511196,0.09435872928813879,0.6688888888888889,0.26666666666666666,450
HPJ,0,-0.015677596405480596,0.1340328850038716,0.10580426852744658,0.5044444444444445,1.0,450
HPJ,1,0.04166162487364477,0.1609264323887367,0.12781150512257408,0.46444444444444444,0.8577777777777778,450
HPJ,2,0.07533757782680012,0.18646772297448683,0.15124355320781763,0.4111111111111111,0.5444444444444444,450
HPJ,3,0.0875206241724273,0.20078707529392287,0.15789406297096475,0.44222222222222224,0.5355555555555556,450
HPJ,4,0.0927271477826426,0.20737539633807858,0.16784433002461996,0.4288888888888889,0.5711111111111111,450
HPJ,5,0.0870556570156609,0.2057721664840186,0.16415921391752034,0.4111111111111111,0.5422222222222223,450
HPJ,6,0.08582049462469582,0.22678525886146916,0.17795318225920634,0.4111111111111111,0.5911111111111111,450
SPJ,0,-0.0011241527722355303,0.05243048193748656,0.04116512125634732,0.9333333333333333,1.0,450
SPJ,1,-0.0040045474007885384,0.06476606368117863,0.0520425965185693,0.9333333333333333,0.9977777777777778,450
SPJ,2,0.0011771885154896542,0.07567278823828474,0.0598096900343387,0.9244444444444444,0.5933333333333334,450
SPJ,3,0.0203567844234676,0.08010400165202623,0.06377784078377191,0.9133333333333333,0.14222222222222222,450
SPJ,4,0.03945177658974003,0.088104809522076,0.0708906252790682,0.8733333333333333,0.06888888888888889,450
SPJ,5,0.0682522549326336,0.10973984968856841,0.08931248382267153,0.7888888888888889,0.16,450
SPJ,6,0.10273134178963715,0.13619547709075566,0.11547054471086408,0.6911111111111111,0.25555555555555554,450
