est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,0.00011335168519146806,0.03586575933174128,0.028209066431949203,0.94,1.0,300
CDOLS,1,-0.08260632847182386,0.09269199291085822,0.08332515093980572,0.5366666666666666,1.0,300
CDOLS,2,-0.11147791586261689,0.11992422708296394,0.1115593733092582,0.34,1.0,300
CDOLS,3,-0.1226050775189267,0.13311014258273168,0.12275267888492235,0.32666666666666666,0.9966666666666667,300
CDOLS,4,-0.12864033436458575,0.1402262567583565,0.12925170442774173,0.35,0.99,300
CDOLS,5,-0.1328478264839885,0.1462505444628886,0.1338627178580201,0.36333333333333334,0.9733333333333334,300
CDOLS,6,-0.13303952617918174,0.14794124150661275,0.1335010632185474,0.42,0.9466666666666667,300
CDOLS,7,-0.13806658834229674,0.15380822677238348,0.1387358332799709,0.44,0.92,300
CDOLS,8,-0.1404260283345356,0.1571238746982326,0.1408645376920691,0.41,0.8566666666666667,300
CDOLS,9,-0.13866074932596692,0.15898938251139505,0.14038042878687765,0.48333333333333334,0.81,300
CDOLS,10,-0.13879235274656007,0.157930354955029,0.14063265606549566,0.4866666666666667,0.7966666666666666,300
DB,0,-0.002048719849691159,0.019981447554213994,0.015611246333096688,0.93,1.0,300
DB,1,-0.0756485078488126,0.08472759604947928,0.07601719858908527,0.23333333333333334,1.0,300
DB,2,-0.07822480904632038,0.09133808102219068,0.07939497752742662,0.3233333333333333,1.0,300
DB,3,-0.06471530101304265,0.08475713038269775,0.0695325367111307,0.46,0.9966666666666667,300
DB,4,-0.047067542939515365,0.07629671451991474,0.05904765471773378,0.6066666666666667,0.9633333333333334,300
DB,5,-0.029210654745234155,0.06798603339969159,0.051887339911010875,0.6933333333333334,0.84,300
DB,6,-0.013047280685655064,0.060356847151350514,0.046408374177626145,0.7266666666666667,0.7033333333333334,300
DB,7,4.98149188348052e-05,0.05861543931335716,0.046197704125353956,0.73,0.5533333333333333,300
DB,8,0.013354432460924083,0.059189809784145266,0.047584999682250474,0.7133333333333334,0.43,300
DB,9,0.02657064227050539,0.060656292936436346,0.04921812447819327,0.6766666666666666,0.30666666666666664,300
DB,10,0.0352925897073525,0.06303310538585197,0.05081753426028252,0.6566666666666666,0.24666666666666667,300
FE,0,-0.002048719849691159,0.019981447554213994,0.015611246333096688,0.93,1.0,300
FE,1,-0.04597581937540004,0.05922791645067426,0.04941269965586465,0.55,1.0,300
FE,2,-0.03113063845626689,0.054603227036750815,0.04181051059121742,0.7,1.0,300
FE,3,-0.0074838352020511235,0.05152771893892713,0.04006759540005276,0.74,0.9566666666666667,300
FE,4,0.015832728118994988,0.057352465229765524,0.046701657368000395,0.6666666666666666,0.7666666666666667,300
FE,5,0.036487075867728855,0.06663905857087396,0.05577160270481457,0.6166666666666667,0.5,300
FE,6,0.0534690627113674,0.0754335837093019,0.06478630646806877,0.5033333333333333,0.31,300
FE,7,0.06587890197328794,0.08484118968721684,0.07247460530698553,0.44,0.26,300
FE,8,0.07720174272846313,0.09382552943648553,0.08199881814896551,0.3466666666666667,0.2733333333333333,300
FE,9,0.08717670764139683,0.10084396084483407,0.09017923452354842,0.3,0.31,300
FE,10,0.09129885518234869,0.10354865611390358,0.09339857981111997,0.25333333333333335,0.31,300
HPJ,0,-0.003683000850768194,0.054402977347390406,0.042938302692303885,0.5233333333333333,1.0,300
HPJ,1,-0.05072255516411051,0.13734185093377757,0.10376978571521778,0.31,1.0,300
HPJ,2,-0.03533074378435152,0.16328570160189232,0.11974805563616997,0.30333333333333334,0.9333333333333333,300
HPJ,3,-0.016632724126441727,0.1731045858439065,0.128116691526951,0.31,0.7833333333333333,300
HPJ,4,0.000524538429568035,0.16749157103937726,0.12696864984336914,0.2833333333333333,0.7,300
HPJ,5,0.020778780102405175,0.15996332597277607,0.12551147749408303,0.26,0.6333333333333333,300
HPJ,6,0.04395653678938521,0.1601310070486016,0.1279488915165805,0.24666666666666667,0.63,300
HPJ,7,0.050635121429327995,0.16121457530895786,0.12816831990362143,0.2866666666666667,0.6233333333333333,300
HPJ,8,0.06473253719047642,0.16351761522967162,0.13161581866616465,0.29,0.6233333333333333,300
HPJ,9,0.07117193172810574,0.16602557555115813,0.13133655706552713,0.29333333333333333,0.64,300
HPJ,10,0.08326410972145558,0.17054750347419545,0.136566406214195,0.29,0.7,300
SPJ,0,-0.0018132793458754807,0.022408683595806535,0.017589155169552825,0.9533333333333334,1.0,300
SPJ,1,-0.11785036116752456,0.12938416889820545,0.11816498588136755,0.14333333333333334,1.0,300
SPJ,2,-0.1294105832763158,0.14643669838468473,0.1298333637512705,0.17666666666666667,1.0,300
SPJ,3,-0.11670910059029173,0.14086515199615632,0.11906058637908266,0.3,0.9966666666666667,300
SPJ,4,-0.09277355718942705,0.1259575173668083,0.10071948793385854,0.45,0.96,300
SPJ,5,-0.06406247808163273,0.10808900887092779,0.08480114558703818,0.5666666666666667,0.8133333333333334,300
SPJ,6,-0.03296282411356232,0.09093437725601462,0.07074772312794525,0.65,0.6233333333333333,300
SPJ,7,0.0004515446249958563,0.08351987011705962,0.0660133046977483,0.71,0.45666666666666667,300
SPJ,8,0.03638408928927433,0.08897900152349689,0.0712501927693298,0.6833333333333333,0.31,300
SPJ,9,0.07389516218570227,0.10721816940880999,0.09004877604743594,0.52,0.30333333333333334,300
SPJ,10,0.1028930885501471,0.12767281241218012,0.11088044592610816,0.39,0.3933333333333333,300
