est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,-0.0035678133401656413,0.06105355484114031,0.0490711025300669,0.9177777777777778,0.08222222222222222,450
CDOLS,1,0.0007239280333044912,0.03502743854469725,0.027641219182685896,0.9177777777777778,0.08222222222222222,450
CDOLS,2,0.0003212841806523493,0.039215558003924594,0.030764084470182626,0.8866666666666667,0.11333333333333333,450
CDOLS,3,0.00037960925508445084,0.03716614938800261,0.030314761294331666,0.9222222222222223,0.07777777777777778,450
CDOLS,4,0.0002926652965107256,0.039173419918453786,0.03136422520488399,0.92,0.08,450
CDOLS,5,0.00011912924988800801,0.03894744983723514,0.03026647041161404,0.9133333333333333,0.08666666666666667,450
CDOLS,6,0.0013826353162269486,0.03711957016713017,0.029755231514153723,0.9288888888888889,0.07111111111111111,450
CDOLS,7,0.0007820207000297443,0.03990910284448851,0.03202010469048065,0.9088888888888889,0.09111111111111111,450
CDOLS,8,-0.0003825337332122838,0.0377624893194023,0.029611288645240465,0.9311111111111111,0.06888888888888889,450
CDOLS,9,0.00011252550945405414,0.03914605488236137,0.030386903134891896,0.9222222222222223,0.07777777777777778,450
CDOLS,10,0.0007476011768603307,0.03971724069309754,0.03058935414312711,0.9288888888888889,0.07111111111111111,450
DB,0,-0.00037202739374151984,0.026540043456537755,0.020872378873388844,0.7577777777777778,0.24222222222222223,450
DB,1,0.001086469294751883,0.017799926502359755,0.014363128204609665,0.9044444444444445,0.09555555555555556,450
DB,2,0.000592485359644397,0.01831422214870304,0.014413578495808939,0.9044444444444445,0.09555555555555556,450
DB,3,0.0005423800065045849,0.018474331833144775,0.014797653850716776,0.8911111111111111,0.10888888888888888,450
DB,4,0.0005066146397569154,0.018612225433916555,0.014667416312633845,0.9,0.1,450
DB,5,0.0006729385555540555,0.017676904761345112,0.014102560373791928,0.9155555555555556,0.08444444444444445,450
DB,6,0.0009559573722309484,0.018433061483947417,0.014582999487698686,0.9244444444444444,0.07555555555555556,450
DB,7,0.0001564136886186749,0.018075635460279443,0.014502028164654273,0.9111111111111111,0.08888888888888889,450
DB,8,7.140812549496086e-05,0.018274537947859177,0.014192508601672416,0.9288888888888889,0.07111111111111111,450
DB,9,4.20184561691425e-05,0.019700016573428486,0.01560013556000239,0.9222222222222223,0.07777777777777778,450
