est,h,bias,rmse,mae,coverage,rej_rate,n
CDOLS,0,-0.0017631453472670778,0.03161002059246633,0.025626139340791634,0.9266666666666666,1.0,300
CDOLS,1,-0.011734843202313282,0.03527507280198348,0.027958026107970855,0.9233333333333333,1.0,300
CDOLS,2,-0.021696942312688615,0.04250614522383333,0.03336842522493218,0.8833333333333333,1.0,300
CDOLS,3,-0.032818841647859705,0.050361273437492166,0.04171449977282665,0.86,1.0,300
CDOLS,4,-0.042438468269426405,0.0579227497569628,0.049070044881757056,0.79,1.0,300
CDOLS,5,-0.052223651897485145,0.06629059059703728,0.056311669853343356,0.7233333333333334,1.0,300
CDOLS,6,-0.05917602912742508,0.07312541442937158,0.06297194568754257,0.6766666666666666,1.0,300
CDOLS,7,-0.06890427948426885,0.08076615567189215,0.070490358728446,0.6366666666666667,1.0,300
CDOLS,8,-0.07658358060015899,0.08877283404089761,0.07775651098965185,0.5666666666666667,1.0,300
CDOLS,9,-0.08478178270950212,0.09607195673053544,0.08610870600813687,0.49,1.0,300
CDOLS,10,-0.09335548288580003,0.10483413680598118,0.09387040422209453,0.45,1.0,300
DB,0,-0.0004952495967054667,0.008281452538741917,0.0066733898266738405,0.9166666666666666,1.0,300
DB,1,0.004428922581903684,0.01105277349637015,0.008620398626049387,0.9133333333333333,1.0,300
DB,2,0.009084778929368945,0.016625685464550965,0.012828952749508212,0.8666666666666667,1.0,300
DB,3,0.013682438058135921,0.023058357912571416,0.017740234188038467,0.8133333333333334,1.0,300
DB,4,0.01830289926522452,0.029517204838233783,0.022712739318105368,0.7666666666666667,1.0,300
DB,5,0.02296764368439864,0.03524184077773416,0.0274520503739399,0.73,1.0,300
DB,6,0.02769813920399003,0.04116055956600329,0.032604908236937374,0.6766666666666666,1.0,300
DB,7,0.031755357622025686,0.04612354790340551,0.037016038879216145,0.6333333333333333,1.0,300
DB,8,0.03619773530140244,0.05173590550257313,0.041950300681248776,0.6166666666666667,1.0,300
DB,9,0.04061617412338553,0.057026058022324154,0.04648382341191447,0.5933333333333334,1.0,300
DB,10,0.044905948836715046,0.061785643276517546,0.05056080265867461,0.5533333333333333,1.0,300
FE,0,-0.0004952495967054667,0.008281452538741917,0.0066733898266738405,0.9166666666666666,1.0,300
FE,1,0.014111664068845198,0.017302821636447935,0.014538556533447225,0.6533333333333333,1.0,300
FE,2,0.02777742453590313,0.030961294504885446,0.027805904863946403,0.39666666666666667,1.0,300
FE,3,0.04075380815446009,0.04461011024440443,0.040763045485345074,0.25,1.0,300
FE,4,0.053160279825271474,0.0577395785439339,0.05317287995390564,0.19666666666666666,1.0,300
FE,5,0.06505380614346713,0.0700104306950635,0.06505380614346713,0.16666666666666666,1.0,300
FE,6,0.07648855528001154,0.08192252253413458,0.07648855528001154,0.13,1.0,300
FE,7,0.08675559324138701,0.09249110947939737,0.08675559324138701,0.10333333333333333,1.0,300
FE,8,0.09694100883690093,0.10316510696490891,0.09694100883690093,0.08666666666666667,1.0,300
FE,9,0.1066610651232888,0.11324644455310902,0.1066610651232888,0.08666666666666667,1.0,300
FE,10,0.11583424430612996,0.12261498074776397,0.11583424430612996,0.06666666666666667,1.0,300
HPJ,0,-0.002126242701217894,0.023953384047271594,0.019181441443890078,0.48,1.0,300
HPJ,1,0.013419223715182917,0.03257397031290322,0.026386937946743315,0.4,1.0,300
HPJ,2,0.027848133624477297,0.048923504498747654,0.039690033446024175,0.3566666666666667,1.0,300
HPJ,3,0.04137534862745989,0.06679049598804393,0.05499390103766522,0.30333333333333334,1.0,300
HPJ,4,0.053862606939940265,0.08341672768414958,0.06859468505499419,0.3,1.0,300
HPJ,5,0.06654803851100166,0.09863747704938905,0.08231783427824461,0.25333333333333335,1.0,300
HPJ,6,0.07793733325472632,0.11315009106601058,0.0954347218892804,0.22333333333333333,1.0,300
HPJ,7,0.08810958607224435,0.1251872252006278,0.10672243539704244,0.21666666666666667,1.0,300
HPJ,8,0.09882864763626793,0.13741457155427572,0.11808419359853427,0.18333333333333332,1.0,300
HPJ,9,0.1095281987171802,0.14910452304637872,0.12911452668029177,0.17666666666666667,1.0,300
HPJ,10,0.11801747021681161,0.15933257171504883,0.1382176127760823,0.16,0.99,300
SPJ,0,-0.0008440022107157126,0.00975691632907235,0.007890933865595851,0.9633333333333334,1.0,300
SPJ,1,-0.0026879894292538755,0.012942400397670467,0.010438102380352261,0.9266666666666666,1.0,300
SPJ,2,-0.0039468805951726514,0.019163862568460643,0.015350806004487367,0.9133333333333333,1.0,300
SPJ,3,-0.004591804529118126,0.025676205032865634,0.020430201553178224,0.8866666666666667,1.0,300
SPJ,4,-0.004479729332838057,0.032440789056218965,0.025637600563328176,0.8666666666666667,1.0,300
SPJ,5,-0.003966164213829679,0.03845697815799061,0.030459326285142866,0.8466666666666667,1.0,300
SPJ,6,-0.002480606425243851,0.0441188556361992,0.03483383244196429,0.8266666666666667,1.0,300
SPJ,7,-0.0010254268295080229,0.04930793348645286,0.039015456175871294,0.8333333333333334,1.0,300
SPJ,8,0.001760546815072849,0.054747738445848564,0.04335454406717418,0.8066666666666666,1.0,300
SPJ,9,0.005060501238735578,0.0599845131976959,0.047658567261719756,0.79,1.0,300
SPJ,10,0.00908248953970185,0.06504225249308436,0.05162781551278799,0.7766666666666666,1.0,300
