ccode,year,Fd1y,Fd2y,Fd3y,Fd4y,Fd5y,Fd6y,R_B,R_N,L1R_B,L2R_B,L3R_B,L1R_N,L2R_N,L3R_N,D1y,L1D1y,L2D1y,L3D1y,D1d_y,L1D1d_y,L2D1d_y,L3D1d_y
170,1981,0.0094848033,0.025328567,0.058879577,0.089762226,0.14814515,0.20186022,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.022632167,0.040981993,0.053828534,0.084634505,0.022988001,0.034561999,-0.0064599998,0.0046580001
170,1982,0.015843764,0.049394775,0.080277421,0.13866034,0.19237541,0.23297362,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0094848033,0.022632167,0.040981993,0.053828534,0.013395,0.022988001,0.034561999,-0.0064599998
170,1983,0.033551011,0.064433657,0.12281658,0.17653164,0.21712986,0.25130412,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.015843764,0.0094848033,0.022632167,0.040981993,0.025054,0.013395,0.022988001,0.034561999
170,1984,0.030882647,0.08926557,0.14298064,0.18357885,0.21775311,0.27817351,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.033551011,0.015843764,0.0094848033,0.022632167,0.0071020001,0.025054,0.013395,0.022988001
170,1985,0.058382925,0.11209799,0.15269621,0.18687047,0.24729085,0.27006316,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.030882647,0.033551011,0.015843764,0.0094848033,-0.022224,0.0071020001,0.025054,0.013395
170,1986,0.053715065,0.094313279,0.12848754,0.18890792,0.21168023,0.262007,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.058382925,0.030882647,0.033551011,0.015843764,,-0.022224,0.0071020001,0.025054
170,1987,0.04059821,0.074772477,0.13519286,0.15796517,0.20829195,0.23194845,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.053715065,0.058382925,0.030882647,0.033551011,,,-0.022224,0.0071020001
170,1988,0.034174267,0.09459465,0.11736696,0.16769373,0.19135024,0.24970835,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.04059821,0.053715065,0.058382925,0.030882647,-0.023542,,,-0.022224
170,1989,0.060420383,0.083192699,0.13351947,0.15717597,0.21553409,0.26755846,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.034174267,0.04059821,0.053715065,0.058382925,,-0.023542,,
170,1990,0.022772314,0.073099092,0.096755594,0.15511371,0.20713809,0.22769664,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.060420383,0.034174267,0.04059821,0.053715065,,,-0.023542,
170,1991,0.050326776,0.073983282,0.1323414,0.18436578,0.20492433,0.23922727,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.022772314,0.060420383,0.034174267,0.04059821,-0.028632,,,-0.023542
170,1992,0.023656506,0.08201462,0.134039,0.15459755,0.18890049,0.19459833,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.050326776,0.022772314,0.060420383,0.034174267,0.020160999,-0.028632,,
170,1993,0.058358118,0.1103825,0.13094105,0.16524398,0.17094183,0.12890168,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.023656506,0.050326776,0.022772314,0.060420383,0.042162001,0.020160999,-0.028632,
170,1994,0.052024376,0.072582923,0.10688586,0.1125837,0.070543543,0.11474347,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.058358118,0.023656506,0.050326776,0.022772314,-0.031300001,0.042162001,0.020160999,-0.028632
170,1995,0.020558547,0.054861482,0.060559325,0.018519171,0.062719099,0.079498082,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.052024376,0.058358118,0.023656506,0.050326776,0.025705,-0.031300001,0.042162001,0.020160999
170,1996,0.034302935,0.040000774,-0.0020393804,0.042160548,0.058939531,0.083979338,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.020558547,0.052024376,0.058358118,0.023656506,0.016516,0.025705,-0.031300001,0.042162001
170,1997,0.0056978408,-0.036342315,0.0078576133,0.024636596,0.0496764,0.088859119,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.034302935,0.020558547,0.052024376,0.058358118,0.01152,0.016516,0.025705,-0.031300001
170,1998,-0.042040154,0.0021597743,0.018938757,0.043978561,0.08316128,0.13649151,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0056978408,0.034302935,0.020558547,0.052024376,-0.015354,0.01152,0.016516,0.025705
170,1999,0.044199929,0.060978912,0.086018711,0.12520143,0.17853165,0.2255972,0,0,1.0,0.0,0.0,1.0,0.0,0.0,-0.042040154,0.0056978408,0.034302935,0.020558547,-0.035379998,-0.015354,0.01152,0.016516
170,2000,0.016778983,0.041818786,0.081001505,0.13433173,0.18139729,0.24837244,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.044199929,-0.042040154,0.0056978408,0.034302935,-0.105402,-0.035379998,-0.015354,0.01152
170,2001,0.025039803,0.064222522,0.11755274,0.1646183,0.23159346,0.30059975,0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.016778983,0.044199929,-0.042040154,0.0056978408,0.010554,-0.105402,-0.035379998,-0.015354
170,2002,0.039182719,0.092512935,0.13957849,0.20655364,0.2755599,0.31102794,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.025039803,0.016778983,0.044199929,-0.042040154,-0.0037750001,0.010554,-0.105402,-0.035379998
170,2003,0.05333022,0.10039578,0.16737095,0.23637722,0.27184528,0.28836077,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.039182719,0.025039803,0.016778983,0.044199929,-0.004367,-0.0037750001,0.010554,-0.105402
170,2004,0.04706556,0.11404072,0.183047,0.21851504,0.23503053,0.27474853,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.05333022,0.039182719,0.025039803,0.016778983,0.011471,-0.004367,-0.0037750001,0.010554
170,2005,0.066975154,0.13598144,0.17144948,0.18796498,0.22768298,0.29357809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04706556,0.05333022,0.039182719,0.025039803,0.0041209999,0.011471,-0.004367,-0.0037750001
170,2006,0.069006279,0.10447433,0.12098982,0.16070783,0.22660294,0.26704237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.066975154,0.04706556,0.05333022,0.039182719,0.04566,0.0041209999,0.011471,-0.004367
170,2007,0.035468049,0.051983543,0.091701552,0.15759666,0.1980361,0.24677676,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.069006279,0.066975154,0.04706556,0.05333022,0.032272998,0.04566,0.0041209999,0.011471
170,2008,0.016515492,0.056233503,0.12212861,0.16256805,0.2113087,0.25524479,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.035468049,0.069006279,0.066975154,0.04706556,0.007307,0.032272998,0.04566,0.0041209999
170,2009,0.03971801,0.10561312,0.14605255,0.19479321,0.2387293,0.26924947,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.016515492,0.035468049,0.069006279,0.066975154,-0.012358,0.007307,0.032272998,0.04566
170,2010,0.06589511,0.10633455,0.15507521,0.1990113,0.22953147,0.24913196,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.03971801,0.016515492,0.035468049,0.069006279,0.024276,-0.012358,0.007307,0.032272998
170,2011,0.040439438,0.089180097,0.13311619,0.16363636,0.18323685,,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.06589511,0.03971801,0.016515492,0.035468049,0.026093001,0.024276,-0.012358,0.007307
170,2012,0.048740655,0.092676744,0.12319691,0.14279741,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.040439438,0.06589511,0.03971801,0.016515492,0.029669,0.026093001,0.024276,-0.012358
170,2013,0.043936085,0.074456252,0.094056755,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.048740655,0.040439438,0.06589511,0.03971801,0.018057,0.029669,0.026093001,0.024276
203,1922,0.079800792,0.1786342,0.29004711,0.2861048,0.35846305,0.44295949,0,0,,,,,,,-0.026974773,0.077659294,,,,,,
203,1923,0.098833404,0.21024632,0.20630401,0.27866226,0.3631587,0.39038423,0,0,0.0,,,0.0,,,0.079800792,-0.026974773,0.077659294,,,,,
203,1924,0.11141291,0.1074706,0.17982885,0.26432529,0.29155082,0.25822976,0,0,0.0,0.0,,0.0,0.0,,0.098833404,0.079800792,-0.026974773,0.077659294,,,,
203,1925,-0.0039423131,0.06841594,0.15291238,0.18013789,0.14681683,0.11225843,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11141291,0.098833404,0.079800792,-0.026974773,,,,
203,1926,0.072358251,0.15685469,0.1840802,0.15075915,0.11620075,0.075292394,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0039423131,0.11141291,0.098833404,0.079800792,,,,
203,1927,0.084496431,0.11172194,0.078400888,0.043842483,0.002934128,-0.040485408,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.072358251,-0.0039423131,0.11141291,0.098833404,,,,
203,1928,0.027225511,-0.0060955416,-0.040653944,-0.081562296,-0.12498184,-0.1639891,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.084496431,0.072358251,-0.0039423131,0.11141291,,,,
203,1929,-0.033321053,-0.067879453,-0.1087878,-0.15220734,-0.19121461,-0.200808,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027225511,0.084496431,0.072358251,-0.0039423131,,,,
203,1930,-0.034558404,-0.07546676,-0.11888629,-0.15789355,-0.16748695,-0.088741325,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.033321053,0.027225511,0.084496431,0.072358251,,,,
203,1931,-0.040908355,-0.084327891,-0.12333515,-0.13292855,-0.054182924,0.052068688,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034558404,-0.033321053,0.027225511,0.084496431,,,,
203,1932,-0.043419536,-0.082426801,-0.092020199,-0.013274573,0.09297704,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040908355,-0.034558404,-0.033321053,0.027225511,,,,
203,1933,-0.039007265,-0.048600666,0.03014496,0.13639657,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043419536,-0.040908355,-0.034558404,-0.033321053,,,,
203,1934,-0.0095934011,0.069152221,0.17540383,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.039007265,-0.043419536,-0.040908355,-0.034558404,,,,
203,1995,0.042827994,0.036085282,0.032924954,0.047305457,0.090246819,0.12076204,1,0,,,,0.0,0.0,,0.062214062,0.029093094,0.00061904249,-0.0050654234,-0.007214,0.042822,,
203,1996,-0.0067427121,-0.0099030389,0.0044774637,0.047418825,0.077934042,0.094403535,0,0,1.0,,,0.0,0.0,0.0,0.042827994,0.062214062,0.029093094,0.00061904249,-0.019432001,-0.007214,0.042822,
203,1997,-0.0031603267,0.011220176,0.054161537,0.08467675,0.10114625,0.13716468,1,0,0.0,1.0,,0.0,0.0,0.0,-0.0067427121,0.042827994,0.062214062,0.029093094,0.003544,-0.019432001,-0.007214,0.042822
203,1998,0.014380503,0.057321865,0.087837078,0.10430658,0.14032501,0.18979958,1,0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0031603267,-0.0067427121,0.042827994,0.062214062,-0.091151997,0.003544,-0.019432001,-0.007214
203,1999,0.042941362,0.073456571,0.089926064,0.1259445,0.17541906,0.23984168,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.014380503,-0.0031603267,-0.0067427121,0.042827994,-0.058010001,-0.091151997,0.003544,-0.019432001
203,2000,0.030515213,0.04698471,0.083003134,0.1324777,0.19690032,0.26566577,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.042941362,0.014380503,-0.0031603267,-0.0067427121,-0.056908,-0.058010001,-0.091151997,0.003544
203,2001,0.016469497,0.052487925,0.10196249,0.16638511,0.23515056,0.29044321,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.030515213,0.042941362,0.014380503,-0.0031603267,-0.076490998,-0.056908,-0.058010001,-0.091151997
203,2002,0.036018427,0.085492991,0.14991561,0.21868105,0.2739737,0.30108327,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016469497,0.030515213,0.042941362,0.014380503,-0.119735,-0.076490998,-0.056908,-0.058010001
203,2003,0.049474563,0.11389719,0.18266264,0.2379553,0.26506487,0.21664701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036018427,0.016469497,0.030515213,0.042941362,0.007222,-0.119735,-0.076490998,-0.056908
203,2004,0.064422622,0.13318807,0.18848073,0.2155903,0.16717245,0.19012335,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.049474563,0.036018427,0.016469497,0.030515213,0.013346,0.007222,-0.119735,-0.076490998
203,2005,0.068765447,0.12405811,0.15116766,0.10274981,0.12570071,0.14574775,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.064422622,0.049474563,0.036018427,0.016469497,0.036141999,0.013346,0.007222,-0.119735
203,2006,0.055292662,0.082402214,0.033984359,0.056935258,0.076982297,0.068983853,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.068765447,0.064422622,0.049474563,0.036018427,0.045998,0.036141999,0.013346,0.007222
203,2007,0.027109556,-0.021308299,0.0016425978,0.021689638,0.013691196,0.008854486,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055292662,0.068765447,0.064422622,0.049474563,0.048928998,0.045998,0.036141999,0.013346
203,2008,-0.048417855,-0.025466958,-0.0054199174,-0.01341836,-0.01825507,0.0088960901,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027109556,0.055292662,0.068765447,0.064422622,0.045620002,0.048928998,0.045998,0.036141999
203,2009,0.022950897,0.042997938,0.034999497,0.030162787,0.057313949,0.10267024,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048417855,0.027109556,0.055292662,0.068765447,0.018255999,0.045620002,0.048928998,0.045998
203,2010,0.020047041,0.012048598,0.0072118882,0.034363046,0.079719335,0.10397966,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.022950897,-0.048417855,0.027109556,0.055292662,0.014407,0.018255999,0.045620002,0.048928998
203,2011,-0.0079984423,-0.012835152,0.014316007,0.059672296,0.083932623,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.020047041,0.022950897,-0.048417855,0.027109556,0.018786,0.014407,0.018255999,0.045620002
203,2012,-0.0048367102,0.02231445,0.06767074,0.091931075,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079984423,0.020047041,0.022950897,-0.048417855,0.010968,0.018786,0.014407,0.018255999
203,2013,0.02715116,0.072507448,0.096767783,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0048367102,-0.0079984423,0.020047041,0.022950897,0.014037,0.010968,0.018786,0.014407
208,1875,0.019418085,-0.0084388703,0.030347154,0.062435467,0.085843556,0.096073821,0,0,0.0,0.0,0.0,,,,0.01694962,0.028903622,-0.0058478448,0.053905204,0.039861999,0.034720998,0.021887001,0.016249999
208,1876,-0.027856955,0.010929069,0.04301738,0.066425472,0.076655738,0.11165931,0,0,0.0,0.0,0.0,0.0,,,0.019418085,0.01694962,0.028903622,-0.0058478448,0.023719,0.039861999,0.034720998,0.021887001
208,1877,0.038786024,0.070874333,0.094282426,0.10451269,0.13951626,0.17333591,0,0,0.0,0.0,0.0,0.0,0.0,,-0.027856955,0.019418085,0.01694962,0.028903622,0.031631,0.023719,0.039861999,0.034720998
208,1878,0.032088313,0.055496402,0.065726668,0.10073024,0.13454989,0.13928923,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038786024,-0.027856955,0.019418085,0.01694962,0.0096540004,0.031631,0.023719,0.039861999
208,1879,0.023408091,0.033638358,0.068641931,0.10246158,0.10720092,0.11426809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.032088313,0.038786024,-0.027856955,0.019418085,0.021313,0.0096540004,0.031631,0.023719
208,1883,0.0047393455,0.011806512,0.050936937,0.086417377,0.09293206,0.10583547,0,0,0.0,0.0,0.0,,,,0.033819649,0.035003573,0.010230268,0.023408091,0.031270001,0.065819003,0.052223999,-0.003849
208,1884,0.0070671672,0.046197589,0.081678033,0.088192716,0.10109612,0.15920375,0,0,0.0,0.0,0.0,0.0,,,0.0047393455,0.033819649,0.035003573,0.010230268,0.082378,0.031270001,0.065819003,0.052223999
208,1885,0.039130423,0.074610859,0.081125543,0.09402895,0.15213658,0.17209741,0,0,0.0,0.0,0.0,0.0,0.0,,0.0070671672,0.0047393455,0.033819649,0.035003573,0.072907999,0.082378,0.031270001,0.065819003
208,1886,0.03548044,0.041995119,0.054898523,0.11300615,0.13296698,0.15640555,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.039130423,0.0070671672,0.0047393455,0.033819649,0.039848,0.072907999,0.082378,0.031270001
208,1887,0.006514681,0.019418085,0.077525713,0.097486541,0.12092511,0.14004607,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03548044,0.039130423,0.0070671672,0.0047393455,0.012568,0.039848,0.072907999,0.082378
208,1893,0.020619208,0.074784152,0.11102626,0.13447791,0.15089864,0.19237195,0,0,0.0,0.0,0.0,,,,0.01912096,0.023438571,0.019960828,0.058107629,0.033406001,0.037859999,-0.011986,-0.015642
208,1894,0.054164942,0.090407044,0.11385871,0.13027944,0.17175275,0.20555,0,0,0.0,0.0,0.0,0.0,,,0.020619208,0.01912096,0.023438571,0.019960828,0.056224,0.033406001,0.037859999,-0.011986
208,1895,0.036242101,0.059693761,0.076114491,0.1175878,0.15138505,0.1928111,0,0,0.0,0.0,0.0,0.0,0.0,,0.054164942,0.020619208,0.01912096,0.023438571,0.006635,0.056224,0.033406001,0.037859999
208,1896,0.023451662,0.039872393,0.081345707,0.11514296,0.156569,0.17949265,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036242101,0.054164942,0.020619208,0.01912096,0.068412997,0.006635,0.056224,0.033406001
208,1897,0.016420729,0.057894044,0.091691293,0.13311733,0.15604097,0.21382877,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.023451662,0.036242101,0.054164942,0.020619208,0.041797001,0.068412997,0.006635,0.056224
208,1898,0.041473314,0.075270563,0.11669661,0.13962024,0.19740805,0.21857285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016420729,0.023451662,0.036242101,0.054164942,-0.004251,0.041797001,0.068412997,0.006635
208,1899,0.033797249,0.075223297,0.098146938,0.15593474,0.17709954,0.1939721,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041473314,0.016420729,0.023451662,0.036242101,0.020276001,-0.004251,0.041797001,0.068412997
208,1900,0.041426044,0.064349681,0.12213749,0.14330229,0.16017485,0.18809545,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033797249,0.041473314,0.016420729,0.023451662,-0.022264,0.020276001,-0.004251,0.041797001
208,1901,0.022923641,0.080711439,0.10187625,0.11874881,0.14666942,0.18352863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041426044,0.033797249,0.041473314,0.016420729,0.021729,-0.022264,0.020276001,-0.004251
208,1902,0.057787802,0.07895261,0.095825173,0.12374577,0.16060498,0.1914863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.022923641,0.041426044,0.033797249,0.041473314,0.054448999,0.021729,-0.022264,0.020276001
208,1903,0.02116481,0.038037371,0.065957963,0.10281718,0.13369849,0.17156877,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057787802,0.022923641,0.041426044,0.033797249,0.066974998,0.054448999,0.021729,-0.022264
208,1904,0.016872561,0.044793159,0.081652373,0.11253369,0.15040396,0.18035628,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02116481,0.057787802,0.022923641,0.041426044,0.080770999,0.066974998,0.054448999,0.021729
208,1905,0.027920596,0.064779803,0.095661119,0.13353139,0.16348371,0.21565095,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.016872561,0.02116481,0.057787802,0.022923641,0.012706,0.080770999,0.066974998,0.054448999
208,1906,0.036859211,0.067740522,0.1056108,0.13556312,0.18773034,0.18773034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.027920596,0.016872561,0.02116481,0.057787802,0.056860998,0.012706,0.080770999,0.066974998
208,1907,0.030881314,0.068751588,0.098703913,0.15087114,0.15087114,0.18753512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036859211,0.027920596,0.016872561,0.02116481,0.090589002,0.056860998,0.012706,0.080770999
208,1908,0.037870273,0.067822598,0.11998983,0.11998983,0.15665381,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.030881314,0.036859211,0.027920596,0.016872561,0.11574,0.090589002,0.056860998,0.012706
208,1909,0.029952323,0.082119554,0.082119554,0.11878353,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.037870273,0.030881314,0.036859211,0.027920596,-0.050359,0.11574,0.090589002,0.056860998
208,1910,0.052167229,0.052167229,0.088831216,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.029952323,0.037870273,0.030881314,0.036859211,-0.00042,-0.050359,0.11574,0.090589002
208,1919,0.046133641,0.016854331,0.11326123,0.21346512,0.21651165,0.19343357,0,0,,,,,,,0.1213304,,,,,,,
208,1920,-0.02927931,0.067127585,0.16733149,0.17037801,0.14729993,0.20402598,0,0,0.0,,,0.0,,,0.046133641,0.1213304,,,-0.100997,,,
208,1921,0.096406899,0.19661081,0.19965734,0.17657925,0.23330531,0.25296375,0,0,0.0,0.0,,0.0,0.0,,-0.02927931,0.046133641,0.1213304,,0.26881301,-0.100997,,
208,1922,0.1002039,0.10325043,0.080172352,0.1368984,0.15655684,0.1898815,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.096406899,-0.02927931,0.046133641,0.1213304,-0.027106,0.26881301,-0.100997,
208,1923,0.0030465261,-0.020031553,0.036694497,0.056352936,0.089677595,0.15447754,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002039,0.096406899,-0.02927931,0.046133641,0.019022999,-0.027106,0.26881301,-0.100997
208,1924,-0.023078078,0.033647969,0.053306408,0.086631067,0.15143099,0.20920651,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030465261,0.1002039,0.096406899,-0.02927931,-0.11556,0.019022999,-0.027106,0.26881301
208,1925,0.05672605,0.076384492,0.10970915,0.17450908,0.23228459,0.24332765,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023078078,0.0030465261,0.1002039,0.096406899,0.015328,-0.11556,0.019022999,-0.027106
208,1926,0.019658441,0.052983098,0.11778303,0.17555854,0.18660159,0.16001579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05672605,-0.023078078,0.0030465261,0.1002039,0.13626,0.015328,-0.11556,0.019022999
208,1927,0.033324659,0.098124593,0.15590011,0.16694316,0.14035736,0.17181231,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019658441,0.05672605,-0.023078078,0.0030465261,0.070556998,0.13626,0.015328,-0.11556
208,1928,0.064799935,0.12257545,0.1336185,0.1070327,0.13848765,0.16839419,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.033324659,0.019658441,0.05672605,-0.023078078,-0.039501,0.070556998,0.13626,0.015328
208,1929,0.057775509,0.068818569,0.042232767,0.073687717,0.10359425,0.12573968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.064799935,0.033324659,0.019658441,0.05672605,-0.022468001,-0.039501,0.070556998,0.13626
208,1930,0.011043057,-0.015542744,0.015912207,0.045818742,0.067964166,0.092445888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.057775509,0.064799935,0.033324659,0.019658441,0.078074001,-0.022468001,-0.039501,0.070556998
208,1931,-0.026585801,0.00486915,0.034775686,0.056921113,0.081402838,0.1052995,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.011043057,0.057775509,0.064799935,0.033324659,0.158924,0.078074001,-0.022468001,-0.039501
208,1932,0.031454951,0.061361484,0.083506912,0.10798863,0.13188529,0.15576054,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026585801,0.011043057,0.057775509,0.064799935,0.059703,0.158924,0.078074001,-0.022468001
208,1933,0.029906536,0.052051961,0.076533683,0.10043035,0.1243056,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.031454951,-0.026585801,0.011043057,0.057775509,-0.093620002,0.059703,0.158924,0.078074001
208,1934,0.022145428,0.046627149,0.070523813,0.094399065,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.029906536,0.031454951,-0.026585801,0.011043057,-0.064825997,-0.093620002,0.059703,0.158924
208,1935,0.024481723,0.048378386,0.072253637,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.022145428,0.029906536,0.031454951,-0.026585801,-0.036102001,-0.064825997,-0.093620002,0.059703
208,1946,0.054637451,0.081330247,0.14808021,0.22453979,0.2311946,0.24092866,0,0,,,,,,,0.1449973,,,,,,,
208,1947,0.026692795,0.09344276,0.16990232,0.17655714,0.1862912,0.24162516,0,0,0.0,,,0.0,,,0.054637451,0.1449973,,,-0.0030110001,,,
208,1948,0.066749968,0.14320955,0.14986436,0.15959843,0.21493238,0.23417547,0,0,0.0,0.0,,0.0,0.0,,0.026692795,0.054637451,0.1449973,,0.0035339999,-0.0030110001,,
208,1949,0.076459572,0.083114386,0.092848442,0.14818239,0.16742548,0.17814435,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.066749968,0.026692795,0.054637451,0.1449973,-0.021365,0.0035339999,-0.0030110001,
208,1950,0.0066548157,0.016388875,0.071722835,0.090965919,0.10168479,0.11370565,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.076459572,0.066749968,0.026692795,0.054637451,-0.062512003,-0.021365,0.0035339999,-0.0030110001
208,1951,0.0097340588,0.065068014,0.084311098,0.095029972,0.10705083,0.18018654,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066548157,0.076459572,0.066749968,0.026692795,-0.012767,-0.062512003,-0.021365,0.0035339999
208,1952,0.055333957,0.074577041,0.085295916,0.097316772,0.17045248,0.19272265,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097340588,0.0066548157,0.076459572,0.066749968,-0.018013,-0.012767,-0.062512003,-0.021365
208,1953,0.019243084,0.029961957,0.041982811,0.11511852,0.13738869,0.20914111,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055333957,0.0097340588,0.0066548157,0.076459572,-0.012821,-0.018013,-0.012767,-0.062512003
208,1954,0.010718873,0.022739727,0.095875442,0.11814561,0.18989804,0.21744969,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.019243084,0.055333957,0.0097340588,0.0066548157,0.00088800001,-0.012821,-0.018013,-0.012767
208,1955,0.012020855,0.085156567,0.10742674,0.17917916,0.20673081,0.27051914,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.010718873,0.019243084,0.055333957,0.0097340588,-0.000107,0.00088800001,-0.012821,-0.018013
208,1956,0.073135711,0.095405884,0.16715831,0.19470996,0.25849828,0.3151665,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.012020855,0.010718873,0.019243084,0.055333957,-0.0093350001,-0.000107,0.00088800001,-0.012821
208,1957,0.022270171,0.094022594,0.12157425,0.18536258,0.2420308,0.24840102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.073135711,0.012020855,0.010718873,0.019243084,-0.0069479998,-0.0093350001,-0.000107,0.00088800001
208,1958,0.071752422,0.099304073,0.1630924,0.21976063,0.22613084,0.31883022,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.022270171,0.073135711,0.012020855,0.010718873,0.024770999,-0.0069479998,-0.0093350001,-0.000107
208,1959,0.027551649,0.091339976,0.1480082,0.15437841,0.24707779,0.29263034,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.071752422,0.022270171,0.073135711,0.012020855,0.019484,0.024770999,-0.0069479998,-0.0093350001
