h,outcome,beta,se,lo,hi
1,Fd1y,-2.6458995478818146,0.5399251346114019,-3.7041528117201623,-1.5876462840434669
2,Fd2y,-2.8876725588402423,0.8555788719477785,-4.564607147857888,-1.2107379698225966
3,Fd3y,-3.3792882577398236,1.0013803087921784,-5.341993662972493,-1.4165828525071538
4,Fd4y,-3.421739514046299,1.1454499462997831,-5.666821408793874,-1.176657619298724
5,Fd5y,-2.7378945162269335,1.347485464467856,-5.378966026583932,-0.09682300586993575
6,Fd6y,-2.123194641517174,1.5571827269328857,-5.17527278630563,0.9288835032712823
