h,outcome,beta,se,lo,hi
1,Fd1y,-3.1842384186800747,0.5399251346114091,-4.242491682518437,-2.125985154841713
2,Fd2y,-4.611481800553894,0.8555788719477883,-6.288416389571559,-2.9345472115362288
3,Fd3y,-5.7966670055083265,1.0013803087921722,-7.759372410740984,-3.8339616002756687
4,Fd4y,-5.671628710858902,1.1454499462997945,-7.916710605606498,-3.4265468161113044
5,Fd5y,-5.139171190901195,1.3474854644678562,-7.780242701258192,-2.4980996805441964
6,Fd6y,-3.5360137668351515,1.5571827269329102,-6.588091911623655,-0.48393562204664775
